timeframe,strategy_name,exit_model,trade_count,base_ppt_usd,base_max_dd_pct,engine_max_dd_pct,lot_for_target,dd_at_target_pct,meets_target_within_dd,max_lot_within_dd,max_ppt_usd_within_dd,profit_factor,win_rate,robust_score,parameter_set
M15,trend_pullback,fixed_tp,2796,0.15550029331114223,15.636508609798994,15.636508609798977,0.0965,19.002589004382347,True,2.1239,16.51340617229564,1.5377435848394232,0.6097997138769671,16.549837978747973,"{""adx_threshold"": 15.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2729,0.15372035810364124,16.88870697028462,16.888706970284648,0.0976,20.80761501280481,True,0.3425,2.632697048751278,1.5362300735433143,0.6075485525833638,16.537581453946054,"{""adx_threshold"": 15.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2717,0.1776025230548101,20.288854208078046,20.28885420807801,0.0845,23.31036155169795,True,0.1581,1.4039870776251027,1.5725062793249995,0.631947000368053,18.396948459917176,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp_plus_mr,2726,0.16648663434223981,18.025020486556546,18.025020486556574,0.0901,23.356237728362775,True,0.1395,1.1614277114035993,1.5885381685518458,0.6382978723404256,17.093103483489575,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2655,0.179590621302426,21.022105682855884,21.02210568285591,0.0835,24.328862314667816,True,0.114,1.0234774674413585,1.5803378011906157,0.6312617702448211,18.48333961411059,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2331,0.18622558581539045,21.563775843556346,21.563775843556353,0.0805,27.23354312883586,True,0.0938,0.8733704163111785,1.4302815325945566,0.5898755898755899,17.247637293717283,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp_plus_mr,2663,0.1627246112255173,18.943220239903916,18.94322023990391,0.0922,27.52811362384888,True,0.104,0.8461188847632236,1.5773786323562624,0.6361246714232069,16.95373871937272,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2272,0.19096591153132597,22.421390432808295,22.421390432808277,0.0785,31.131838799497185,False,0.0749,0.7149713319724665,1.4436665095265793,0.5915492957746479,17.51067635300336,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2504,0.16013536528119143,13.393421168022071,13.393421168022094,0.0937,33.75254448128862,False,0.0787,0.6304224109442703,1.5429431399193623,0.6110223642172524,17.35003548710742,"{""adx_threshold"": 18.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2324,0.14232033766884178,17.969861972322246,17.969861972322278,0.1054,36.28401460027423,False,0.0791,0.5628681745744857,1.4792077704231106,0.6037005163511188,16.529261397367467,"{""adx_threshold"": 18.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp_plus_mr,2505,0.14978877529342663,15.673024932804106,15.673024932804106,0.1001,37.28098971440805,False,0.0738,0.553010470793806,1.5403772759412078,0.6167664670658682,15.648296263062264,"{""adx_threshold"": 18.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2184,0.13142013898049945,20.233914578568328,20.233914578568314,0.1141,38.12367285403015,False,0.0791,0.5197585597527268,1.445016903341703,0.6048534798534798,15.966961540519101,"{""adx_threshold"": 20.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2445,0.180925869475865,16.544878060677153,16.544878060677153,0.0829,41.44993056548843,False,0.0539,0.4875461161413782,1.5701193932750315,0.6331288343558282,18.72963911118923,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp_plus_mr,2448,0.1698268342212074,16.61826762048988,16.61826762048983,0.0883,45.70055614988826,False,0.0516,0.4377626436381082,1.5789825993469895,0.6348039215686274,16.905547283226895,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2087,0.19914552299488142,21.357648228301873,21.35764822830186,0.0753,49.0383834334595,False,0.0415,0.41292325776434985,1.4603295567302468,0.6003833253473886,18.219586826282566,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp_plus_mr,2089,0.1826063346962014,20.416011145173666,20.232725790913296,0.0821,55.34127622138578,False,0.0401,0.3658492400611339,1.4583356522916153,0.6036381043561513,15.603962627657184,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2014,0.13180329341142433,23.756399216077646,23.756399216077646,0.1138,52.72468622468844,False,0.0554,0.36534097169197005,1.4493695325348248,0.6032770605759682,16.08337670845853,"{""adx_threshold"": 20.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2255,0.1634442428725751,20.88365105300364,20.88365105300357,0.0918,58.73878573285584,False,0.0409,0.3339324726319034,1.5103752212160446,0.6261640798226165,17.965039010783713,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,3560,0.15510871313300614,25.251895180310076,25.251895180310076,0.0967,33.10176879454544,False,0.0425,0.32958069086422576,1.5136818282967117,0.6,16.305506876008728,"{""adx_threshold"": 18.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp_plus_mr,2258,0.1511090313968501,20.935286203881105,20.935286203881088,0.0993,66.55692065321584,False,0.0395,0.2984570143326479,1.513998034433418,0.6279893711248893,16.093895231654383,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2121,0.14419969773313432,20.6393487765604,20.63934877656038,0.104,64.58554692442952,False,0.0409,0.29461399661742615,1.4558883868448151,0.6237623762376238,17.0899058515298,"{""adx_threshold"": 20.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,1954,0.138592501493842,24.28474730657035,24.28474730657033,0.1082,65.9323134118973,False,0.0412,0.2855904386604787,1.4350197654629633,0.6197543500511771,16.881106875471733,"{""adx_threshold"": 20.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,1914,0.1783062574732117,25.27766563067984,25.277665630679863,0.0841,74.09170437661045,False,0.0277,0.2466750829340482,1.301379005883903,0.5506792058516197,15.812723206444344,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 2.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,1928,0.17643996575018644,29.152550154511047,29.152550154511026,0.085,83.5393383010822,False,0.0266,0.23494918255729696,1.4040040684354722,0.5902489626556017,17.179677235599506,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2593,0.1527058149649957,23.16646469204202,23.16646469204202,0.0982,98.76795415920951,False,0.0298,0.22780668275998722,1.5541162677246672,0.5699961434631701,15.536676248073144,"{""adx_threshold"": 18.0, ""atr_stop"": 2.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,3361,0.14413756376541614,27.125745149800295,27.125745149800245,0.1041,36.62865334644973,False,0.0285,0.20541756730123514,1.4723782082500032,0.5968461767331151,15.794158940693423,"{""adx_threshold"": 18.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,3092,0.14636568826686222,34.04810770995774,34.04810770995772,0.1025,47.54792438543847,False,0.0145,0.10586923918857945,1.472879047375845,0.5976714100905562,15.837949167343666,"{""adx_threshold"": 20.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,3473,0.15214285430347183,34.382824597980694,34.382824597980694,0.0986,45.72869034157707,False,0.0136,0.10354255093184946,1.4742634139854225,0.6199251367693637,16.25895375182003,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2900,0.1562400369201478,36.05450145366342,36.05450145366342,0.096,51.19436567804888,False,0.013,0.10143710352508466,1.5049110426008219,0.5979310344827586,16.304023227605754,"{""adx_threshold"": 20.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2930,0.17283236379054262,37.33433155902494,37.33433155902494,0.0868,56.801117783118684,False,0.0116,0.09984392527466161,1.4008133344175968,0.5887372013651877,15.986769130362305,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,3265,0.14209760332822005,39.2853217256652,39.28532172566518,0.1056,55.19563878075866,False,0.0107,0.07597540799587736,1.4381402610055718,0.6165390505359878,15.796105305199365,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,2827,0.15059930152061488,45.622858675552145,45.622858675552145,0.0996,64.95210486943056,False,0.0083,0.0627880187094495,1.460141435470912,0.6165546515741068,16.18320955537799,"{""adx_threshold"": 20.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,3005,0.14435575156255046,44.18363223876886,44.18363223876884,0.1039,62.33638985512992,False,0.0087,0.06246308527815004,1.4437606403830328,0.6189683860232945,15.891188968018334,"{""adx_threshold"": 20.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 3.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 120, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 3.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 180, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 3.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 240, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 2.5, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 240, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 2.5, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 180, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 2.5, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 120, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 180, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 120, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,921,0.2315953418712224,115.86802307367519,115.86802307367519,0.0648,266.7380149323255,False,0.0044,0.051490351550847455,3.368065653302907,0.4017372421281216,12.636878086333649,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.0, ""pullback_rsi"": 40.0, ""session_filter"": ""London"", ""time_stop_minutes"": 240, ""trail_mult"": 2.0}"
M15,trend_pullback,fixed_tp,2379,0.16955320124430479,58.94424935059668,58.94424935059668,0.0885,84.0579967154341,False,0.0057,0.04845415426839165,1.3835139227051678,0.5813366960907944,15.787868343730336,"{""adx_threshold"": 20.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 30, ""session_filter"": ""NY""}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 180, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 3.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 180, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 2.5, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 240, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 3.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 240, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 120, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 3.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 120, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 2.5, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 180, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 2.5, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 120, ""trail_mult"": 2.0}"
M15,trend_pullback,partial_tp_mr_time_stop,866,0.23675345972332892,97.97265813176303,97.97265813176303,0.0634,186.16781506852107,False,0.0041,0.04812535490784809,2.795525869088278,0.40877598152424943,11.740641138919376,"{""adx_threshold"": 25.0, ""atr_stop"": 2.5, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 35.0, ""session_filter"": ""London"", ""time_stop_minutes"": 240, ""trail_mult"": 2.0}"
M15,trend_pullback,fixed_tp,1804,0.15103559500748,37.10207028267871,37.10207028267872,0.0993,94.63169128863859,False,0.006,0.04516875963145486,1.3457123604954933,0.585920177383592,15.943829303870505,"{""adx_threshold"": 20.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,1960,0.23052934630639133,62.21175924075774,61.86244147642353,0.0651,72.44618901947322,False,0.0032,0.036800196240470234,1.281373286540843,0.33163265306122447,18.89280419512267,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,1960,0.23052934630639133,62.21175924075774,61.86244147642353,0.0651,72.44618901947322,False,0.0032,0.036800196240470234,1.281373286540843,0.33163265306122447,18.89280419512267,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 3.0, ""confirmation_bars"": 1, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,1960,0.23052934630639133,62.21175924075774,61.86244147642353,0.0651,72.44618901947322,False,0.0032,0.036800196240470234,1.281373286540843,0.33163265306122447,18.89280419512267,"{""adx_threshold"": 25.0, ""atr_stop"": 3.0, ""atr_target"": 2.5, ""confirmation_bars"": 1, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,3430,0.17785469367166354,53.589246783800114,53.208200177251896,0.0843,65.82189085971169,False,0.0036,0.03173272913507978,1.2484707866009328,0.356268221574344,16.469142085372255,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.5, ""confirmation_bars"": 1, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,3430,0.17785469367166354,53.589246783800114,53.208200177251896,0.0843,65.82189085971169,False,0.0036,0.03173272913507978,1.2484707866009328,0.356268221574344,16.469142085372255,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 3.0, ""confirmation_bars"": 1, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,3430,0.17785469367166354,53.589246783800114,53.208200177251896,0.0843,65.82189085971169,False,0.0036,0.03173272913507978,1.2484707866009328,0.356268221574344,16.469142085372255,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 1, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,fixed_tp,1664,0.14603797890963924,44.47822649271342,44.47822649271348,0.1027,84.30373436161678,False,0.0043,0.03131723587050341,1.3353820072849858,0.5799278846153846,15.820023819113354,"{""adx_threshold"": 20.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""leg_a_atr_target"": 1.5, ""pullback_rsi"": 25, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,3354,0.1816769784911058,54.08903880570666,53.64827101758893,0.0826,61.91596177025516,False,0.0034,0.03125190327050473,1.2521101696251373,0.35241502683363146,16.64824325355107,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 3.0, ""confirmation_bars"": 2, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,3354,0.1816769784911058,54.08903880570666,53.64827101758893,0.0826,61.91596177025516,False,0.0034,0.03125190327050473,1.2521101696251373,0.35241502683363146,16.64824325355107,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,3354,0.1816769784911058,54.08903880570666,53.64827101758893,0.0826,61.91596177025516,False,0.0034,0.03125190327050473,1.2521101696251373,0.35241502683363146,16.648243253551065,"{""adx_threshold"": 15.0, ""atr_stop"": 3.0, ""atr_target"": 2.5, ""confirmation_bars"": 2, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,2940,0.20538175298525144,60.22813837807198,59.792105275417654,0.073,68.62501877084391,False,0.0029,0.029425225621950584,1.2676453881260492,0.3408163265306122,18.320597275489455,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.5, ""confirmation_bars"": 2, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
M15,trend_pullback,mr_exit,2940,0.20538175298525144,60.22813837807198,59.792105275417654,0.073,68.62501877084391,False,0.0029,0.029425225621950584,1.2676453881260492,0.3408163265306122,18.320597275489447,"{""adx_threshold"": 18.0, ""atr_stop"": 3.0, ""atr_target"": 2.0, ""confirmation_bars"": 2, ""pullback_rsi"": 45.0, ""session_filter"": ""NY""}"
