hour,base_candidates,accepted_candidates,acceptance_rate,timeframe,filter_preset,segment,experiment_name
21,96,0,0.0,M15,balanced,OOS,session_plus_adaptive
22,114,0,0.0,M15,balanced,OOS,session_plus_adaptive
23,114,0,0.0,M15,balanced,OOS,session_plus_adaptive
0,227,227,1.0,M15,strict,IS,baseline_all_day
1,469,469,1.0,M15,strict,IS,baseline_all_day
2,538,538,1.0,M15,strict,IS,baseline_all_day
3,597,597,1.0,M15,strict,IS,baseline_all_day
4,601,601,1.0,M15,strict,IS,baseline_all_day
5,530,530,1.0,M15,strict,IS,baseline_all_day
6,514,514,1.0,M15,strict,IS,baseline_all_day
7,529,529,1.0,M15,strict,IS,baseline_all_day
8,624,624,1.0,M15,strict,IS,baseline_all_day
9,662,662,1.0,M15,strict,IS,baseline_all_day
10,633,633,1.0,M15,strict,IS,baseline_all_day
11,556,556,1.0,M15,strict,IS,baseline_all_day
12,601,601,1.0,M15,strict,IS,baseline_all_day
13,617,617,1.0,M15,strict,IS,baseline_all_day
14,581,581,1.0,M15,strict,IS,baseline_all_day
15,517,517,1.0,M15,strict,IS,baseline_all_day
16,297,297,1.0,M15,strict,IS,baseline_all_day
17,226,226,1.0,M15,strict,IS,baseline_all_day
18,211,211,1.0,M15,strict,IS,baseline_all_day
19,330,330,1.0,M15,strict,IS,baseline_all_day
20,352,352,1.0,M15,strict,IS,baseline_all_day
21,339,339,1.0,M15,strict,IS,baseline_all_day
22,306,306,1.0,M15,strict,IS,baseline_all_day
23,253,253,1.0,M15,strict,IS,baseline_all_day
0,227,0,0.0,M15,strict,IS,session_only
1,469,0,0.0,M15,strict,IS,session_only
2,538,0,0.0,M15,strict,IS,session_only
3,597,0,0.0,M15,strict,IS,session_only
4,601,0,0.0,M15,strict,IS,session_only
5,530,0,0.0,M15,strict,IS,session_only
6,514,0,0.0,M15,strict,IS,session_only
7,529,529,1.0,M15,strict,IS,session_only
8,624,624,1.0,M15,strict,IS,session_only
9,662,662,1.0,M15,strict,IS,session_only
10,633,633,1.0,M15,strict,IS,session_only
11,556,556,1.0,M15,strict,IS,session_only
12,601,601,1.0,M15,strict,IS,session_only
13,617,617,1.0,M15,strict,IS,session_only
14,581,581,1.0,M15,strict,IS,session_only
15,517,517,1.0,M15,strict,IS,session_only
16,297,297,1.0,M15,strict,IS,session_only
17,226,226,1.0,M15,strict,IS,session_only
18,211,211,1.0,M15,strict,IS,session_only
19,330,330,1.0,M15,strict,IS,session_only
20,352,352,1.0,M15,strict,IS,session_only
21,339,0,0.0,M15,strict,IS,session_only
22,306,0,0.0,M15,strict,IS,session_only
23,253,0,0.0,M15,strict,IS,session_only
0,227,5,0.022026431718061675,M15,strict,IS,volume_only
1,469,18,0.03837953091684435,M15,strict,IS,volume_only
2,538,79,0.14684014869888476,M15,strict,IS,volume_only
3,597,205,0.34338358458961477,M15,strict,IS,volume_only
4,601,197,0.3277870216306156,M15,strict,IS,volume_only
5,530,55,0.10377358490566038,M15,strict,IS,volume_only
6,514,26,0.05058365758754864,M15,strict,IS,volume_only
7,529,73,0.13799621928166353,M15,strict,IS,volume_only
8,624,226,0.36217948717948717,M15,strict,IS,volume_only
9,662,361,0.5453172205438066,M15,strict,IS,volume_only
10,633,324,0.5118483412322274,M15,strict,IS,volume_only
11,556,188,0.3381294964028777,M15,strict,IS,volume_only
12,601,166,0.2762063227953411,M15,strict,IS,volume_only
13,617,228,0.3695299837925446,M15,strict,IS,volume_only
14,581,419,0.7211703958691911,M15,strict,IS,volume_only
15,517,489,0.9458413926499033,M15,strict,IS,volume_only
16,297,289,0.9730639730639731,M15,strict,IS,volume_only
17,226,195,0.8628318584070797,M15,strict,IS,volume_only
18,211,127,0.6018957345971564,M15,strict,IS,volume_only
19,330,131,0.396969696969697,M15,strict,IS,volume_only
20,352,93,0.26420454545454547,M15,strict,IS,volume_only
21,339,65,0.19174041297935104,M15,strict,IS,volume_only
22,306,36,0.11764705882352941,M15,strict,IS,volume_only
23,253,6,0.023715415019762844,M15,strict,IS,volume_only
0,227,51,0.22466960352422907,M15,strict,IS,atr_only
1,469,150,0.31982942430703626,M15,strict,IS,atr_only
2,538,121,0.22490706319702602,M15,strict,IS,atr_only
3,597,155,0.25963149078726966,M15,strict,IS,atr_only
4,601,186,0.30948419301164726,M15,strict,IS,atr_only
5,530,135,0.25471698113207547,M15,strict,IS,atr_only
6,514,105,0.20428015564202334,M15,strict,IS,atr_only
7,529,103,0.1947069943289225,M15,strict,IS,atr_only
8,624,173,0.27724358974358976,M15,strict,IS,atr_only
9,662,339,0.5120845921450151,M15,strict,IS,atr_only
10,633,417,0.6587677725118484,M15,strict,IS,atr_only
11,556,387,0.6960431654676259,M15,strict,IS,atr_only
12,601,407,0.6772046589018302,M15,strict,IS,atr_only
13,617,420,0.6807131280388979,M15,strict,IS,atr_only
14,581,431,0.7418244406196214,M15,strict,IS,atr_only
15,517,398,0.769825918762089,M15,strict,IS,atr_only
16,297,230,0.7744107744107744,M15,strict,IS,atr_only
17,226,155,0.6858407079646017,M15,strict,IS,atr_only
18,211,162,0.7677725118483413,M15,strict,IS,atr_only
19,330,272,0.8242424242424242,M15,strict,IS,atr_only
20,352,297,0.84375,M15,strict,IS,atr_only
21,339,266,0.7846607669616519,M15,strict,IS,atr_only
22,306,178,0.5816993464052288,M15,strict,IS,atr_only
23,253,105,0.4150197628458498,M15,strict,IS,atr_only
0,227,9,0.039647577092511016,M15,strict,IS,adx_only
1,469,61,0.1300639658848614,M15,strict,IS,adx_only
2,538,69,0.12825278810408922,M15,strict,IS,adx_only
3,597,79,0.1323283082077052,M15,strict,IS,adx_only
4,601,100,0.16638935108153077,M15,strict,IS,adx_only
5,530,104,0.19622641509433963,M15,strict,IS,adx_only
6,514,110,0.2140077821011673,M15,strict,IS,adx_only
7,529,120,0.22684310018903592,M15,strict,IS,adx_only
8,624,112,0.1794871794871795,M15,strict,IS,adx_only
9,662,126,0.1903323262839879,M15,strict,IS,adx_only
10,633,137,0.21642969984202212,M15,strict,IS,adx_only
11,556,156,0.2805755395683453,M15,strict,IS,adx_only
12,601,163,0.27121464226289516,M15,strict,IS,adx_only
13,617,128,0.20745542949756887,M15,strict,IS,adx_only
14,581,112,0.1927710843373494,M15,strict,IS,adx_only
15,517,79,0.1528046421663443,M15,strict,IS,adx_only
16,297,69,0.23232323232323232,M15,strict,IS,adx_only
17,226,55,0.24336283185840707,M15,strict,IS,adx_only
18,211,56,0.26540284360189575,M15,strict,IS,adx_only
19,330,66,0.2,M15,strict,IS,adx_only
20,352,65,0.1846590909090909,M15,strict,IS,adx_only
21,339,49,0.14454277286135694,M15,strict,IS,adx_only
22,306,53,0.17320261437908496,M15,strict,IS,adx_only
23,253,47,0.1857707509881423,M15,strict,IS,adx_only
0,227,5,0.022026431718061675,M15,strict,IS,volume_atr
1,469,13,0.02771855010660981,M15,strict,IS,volume_atr
2,538,33,0.06133828996282528,M15,strict,IS,volume_atr
3,597,87,0.1457286432160804,M15,strict,IS,volume_atr
4,601,91,0.15141430948419302,M15,strict,IS,volume_atr
5,530,27,0.0509433962264151,M15,strict,IS,volume_atr
6,514,12,0.023346303501945526,M15,strict,IS,volume_atr
7,529,28,0.052930056710775046,M15,strict,IS,volume_atr
8,624,95,0.15224358974358973,M15,strict,IS,volume_atr
9,662,233,0.35196374622356497,M15,strict,IS,volume_atr
10,633,227,0.358609794628752,M15,strict,IS,volume_atr
11,556,161,0.289568345323741,M15,strict,IS,volume_atr
12,601,140,0.23294509151414308,M15,strict,IS,volume_atr
13,617,185,0.29983792544570503,M15,strict,IS,volume_atr
14,581,336,0.5783132530120482,M15,strict,IS,volume_atr
15,517,384,0.7427466150870407,M15,strict,IS,volume_atr
16,297,225,0.7575757575757576,M15,strict,IS,volume_atr
17,226,134,0.5929203539823009,M15,strict,IS,volume_atr
18,211,92,0.43601895734597157,M15,strict,IS,volume_atr
19,330,98,0.296969696969697,M15,strict,IS,volume_atr
20,352,73,0.20738636363636365,M15,strict,IS,volume_atr
21,339,56,0.16519174041297935,M15,strict,IS,volume_atr
22,306,26,0.08496732026143791,M15,strict,IS,volume_atr
23,253,3,0.011857707509881422,M15,strict,IS,volume_atr
0,227,0,0.0,M15,strict,IS,adaptive_quality
1,469,6,0.01279317697228145,M15,strict,IS,adaptive_quality
2,538,7,0.013011152416356878,M15,strict,IS,adaptive_quality
3,597,13,0.021775544388609715,M15,strict,IS,adaptive_quality
4,601,21,0.03494176372712146,M15,strict,IS,adaptive_quality
5,530,5,0.009433962264150943,M15,strict,IS,adaptive_quality
6,514,0,0.0,M15,strict,IS,adaptive_quality
7,529,11,0.020793950850661626,M15,strict,IS,adaptive_quality
8,624,18,0.028846153846153848,M15,strict,IS,adaptive_quality
9,662,40,0.06042296072507553,M15,strict,IS,adaptive_quality
10,633,53,0.08372827804107424,M15,strict,IS,adaptive_quality
11,556,61,0.10971223021582734,M15,strict,IS,adaptive_quality
12,601,44,0.07321131447587355,M15,strict,IS,adaptive_quality
13,617,41,0.06645056726094004,M15,strict,IS,adaptive_quality
14,581,66,0.11359724612736662,M15,strict,IS,adaptive_quality
15,517,54,0.10444874274661509,M15,strict,IS,adaptive_quality
16,297,51,0.1717171717171717,M15,strict,IS,adaptive_quality
17,226,37,0.16371681415929204,M15,strict,IS,adaptive_quality
18,211,23,0.10900473933649289,M15,strict,IS,adaptive_quality
19,330,15,0.045454545454545456,M15,strict,IS,adaptive_quality
20,352,14,0.03977272727272727,M15,strict,IS,adaptive_quality
21,339,20,0.058997050147492625,M15,strict,IS,adaptive_quality
22,306,8,0.026143790849673203,M15,strict,IS,adaptive_quality
23,253,3,0.011857707509881422,M15,strict,IS,adaptive_quality
0,227,0,0.0,M15,strict,IS,session_plus_adaptive
1,469,0,0.0,M15,strict,IS,session_plus_adaptive
2,538,0,0.0,M15,strict,IS,session_plus_adaptive
3,597,0,0.0,M15,strict,IS,session_plus_adaptive
4,601,0,0.0,M15,strict,IS,session_plus_adaptive
5,530,0,0.0,M15,strict,IS,session_plus_adaptive
6,514,0,0.0,M15,strict,IS,session_plus_adaptive
7,529,11,0.020793950850661626,M15,strict,IS,session_plus_adaptive
8,624,18,0.028846153846153848,M15,strict,IS,session_plus_adaptive
9,662,40,0.06042296072507553,M15,strict,IS,session_plus_adaptive
10,633,53,0.08372827804107424,M15,strict,IS,session_plus_adaptive
11,556,61,0.10971223021582734,M15,strict,IS,session_plus_adaptive
12,601,44,0.07321131447587355,M15,strict,IS,session_plus_adaptive
13,617,41,0.06645056726094004,M15,strict,IS,session_plus_adaptive
14,581,66,0.11359724612736662,M15,strict,IS,session_plus_adaptive
15,517,54,0.10444874274661509,M15,strict,IS,session_plus_adaptive
16,297,51,0.1717171717171717,M15,strict,IS,session_plus_adaptive
17,226,37,0.16371681415929204,M15,strict,IS,session_plus_adaptive
18,211,23,0.10900473933649289,M15,strict,IS,session_plus_adaptive
19,330,15,0.045454545454545456,M15,strict,IS,session_plus_adaptive
20,352,14,0.03977272727272727,M15,strict,IS,session_plus_adaptive
21,339,0,0.0,M15,strict,IS,session_plus_adaptive
22,306,0,0.0,M15,strict,IS,session_plus_adaptive
23,253,0,0.0,M15,strict,IS,session_plus_adaptive
0,17,17,1.0,M15,strict,OOS,baseline_all_day
1,143,143,1.0,M15,strict,OOS,baseline_all_day
2,137,137,1.0,M15,strict,OOS,baseline_all_day
3,164,164,1.0,M15,strict,OOS,baseline_all_day
4,170,170,1.0,M15,strict,OOS,baseline_all_day
5,162,162,1.0,M15,strict,OOS,baseline_all_day
6,134,134,1.0,M15,strict,OOS,baseline_all_day
7,135,135,1.0,M15,strict,OOS,baseline_all_day
8,138,138,1.0,M15,strict,OOS,baseline_all_day
9,148,148,1.0,M15,strict,OOS,baseline_all_day
10,151,151,1.0,M15,strict,OOS,baseline_all_day
11,168,168,1.0,M15,strict,OOS,baseline_all_day
12,126,126,1.0,M15,strict,OOS,baseline_all_day
13,125,125,1.0,M15,strict,OOS,baseline_all_day
14,143,143,1.0,M15,strict,OOS,baseline_all_day
15,154,154,1.0,M15,strict,OOS,baseline_all_day
16,152,152,1.0,M15,strict,OOS,baseline_all_day
17,110,110,1.0,M15,strict,OOS,baseline_all_day
18,89,89,1.0,M15,strict,OOS,baseline_all_day
19,87,87,1.0,M15,strict,OOS,baseline_all_day
20,115,115,1.0,M15,strict,OOS,baseline_all_day
21,96,96,1.0,M15,strict,OOS,baseline_all_day
22,114,114,1.0,M15,strict,OOS,baseline_all_day
23,114,114,1.0,M15,strict,OOS,baseline_all_day
0,17,0,0.0,M15,strict,OOS,session_only
1,143,0,0.0,M15,strict,OOS,session_only
2,137,0,0.0,M15,strict,OOS,session_only
3,164,0,0.0,M15,strict,OOS,session_only
4,170,0,0.0,M15,strict,OOS,session_only
5,162,0,0.0,M15,strict,OOS,session_only
6,134,0,0.0,M15,strict,OOS,session_only
7,135,135,1.0,M15,strict,OOS,session_only
8,138,138,1.0,M15,strict,OOS,session_only
9,148,148,1.0,M15,strict,OOS,session_only
10,151,151,1.0,M15,strict,OOS,session_only
11,168,168,1.0,M15,strict,OOS,session_only
12,126,126,1.0,M15,strict,OOS,session_only
13,125,125,1.0,M15,strict,OOS,session_only
14,143,143,1.0,M15,strict,OOS,session_only
15,154,154,1.0,M15,strict,OOS,session_only
16,152,152,1.0,M15,strict,OOS,session_only
17,110,110,1.0,M15,strict,OOS,session_only
18,89,89,1.0,M15,strict,OOS,session_only
19,87,87,1.0,M15,strict,OOS,session_only
20,115,115,1.0,M15,strict,OOS,session_only
21,96,0,0.0,M15,strict,OOS,session_only
22,114,0,0.0,M15,strict,OOS,session_only
23,114,0,0.0,M15,strict,OOS,session_only
0,17,0,0.0,M15,strict,OOS,volume_only
1,143,3,0.02097902097902098,M15,strict,OOS,volume_only
2,137,9,0.06569343065693431,M15,strict,OOS,volume_only
3,164,77,0.4695121951219512,M15,strict,OOS,volume_only
4,170,95,0.5588235294117647,M15,strict,OOS,volume_only
5,162,39,0.24074074074074073,M15,strict,OOS,volume_only
6,134,18,0.13432835820895522,M15,strict,OOS,volume_only
7,135,26,0.1925925925925926,M15,strict,OOS,volume_only
8,138,52,0.37681159420289856,M15,strict,OOS,volume_only
9,148,53,0.3581081081081081,M15,strict,OOS,volume_only
10,151,54,0.3576158940397351,M15,strict,OOS,volume_only
11,168,52,0.30952380952380953,M15,strict,OOS,volume_only
12,126,27,0.21428571428571427,M15,strict,OOS,volume_only
13,125,35,0.28,M15,strict,OOS,volume_only
14,143,54,0.3776223776223776,M15,strict,OOS,volume_only
15,154,121,0.7857142857142857,M15,strict,OOS,volume_only
16,152,136,0.8947368421052632,M15,strict,OOS,volume_only
17,110,107,0.9727272727272728,M15,strict,OOS,volume_only
18,89,78,0.8764044943820225,M15,strict,OOS,volume_only
19,87,47,0.5402298850574713,M15,strict,OOS,volume_only
20,115,40,0.34782608695652173,M15,strict,OOS,volume_only
21,96,34,0.3541666666666667,M15,strict,OOS,volume_only
22,114,37,0.32456140350877194,M15,strict,OOS,volume_only
23,114,3,0.02631578947368421,M15,strict,OOS,volume_only
0,17,8,0.47058823529411764,M15,strict,OOS,atr_only
1,143,69,0.4825174825174825,M15,strict,OOS,atr_only
2,137,67,0.48905109489051096,M15,strict,OOS,atr_only
3,164,100,0.6097560975609756,M15,strict,OOS,atr_only
4,170,107,0.6294117647058823,M15,strict,OOS,atr_only
5,162,101,0.6234567901234568,M15,strict,OOS,atr_only
6,134,74,0.5522388059701493,M15,strict,OOS,atr_only
7,135,65,0.48148148148148145,M15,strict,OOS,atr_only
8,138,61,0.4420289855072464,M15,strict,OOS,atr_only
9,148,79,0.5337837837837838,M15,strict,OOS,atr_only
10,151,101,0.6688741721854304,M15,strict,OOS,atr_only
11,168,110,0.6547619047619048,M15,strict,OOS,atr_only
12,126,74,0.5873015873015873,M15,strict,OOS,atr_only
13,125,67,0.536,M15,strict,OOS,atr_only
14,143,84,0.5874125874125874,M15,strict,OOS,atr_only
15,154,110,0.7142857142857143,M15,strict,OOS,atr_only
16,152,123,0.8092105263157895,M15,strict,OOS,atr_only
17,110,84,0.7636363636363637,M15,strict,OOS,atr_only
18,89,65,0.7303370786516854,M15,strict,OOS,atr_only
19,87,67,0.7701149425287356,M15,strict,OOS,atr_only
20,115,85,0.7391304347826086,M15,strict,OOS,atr_only
21,96,68,0.7083333333333334,M15,strict,OOS,atr_only
22,114,76,0.6666666666666666,M15,strict,OOS,atr_only
23,114,59,0.5175438596491229,M15,strict,OOS,atr_only
0,17,6,0.35294117647058826,M15,strict,OOS,adx_only
1,143,27,0.1888111888111888,M15,strict,OOS,adx_only
2,137,23,0.1678832116788321,M15,strict,OOS,adx_only
3,164,16,0.0975609756097561,M15,strict,OOS,adx_only
4,170,15,0.08823529411764706,M15,strict,OOS,adx_only
5,162,29,0.17901234567901234,M15,strict,OOS,adx_only
6,134,32,0.23880597014925373,M15,strict,OOS,adx_only
7,135,37,0.2740740740740741,M15,strict,OOS,adx_only
8,138,20,0.14492753623188406,M15,strict,OOS,adx_only
9,148,18,0.12162162162162163,M15,strict,OOS,adx_only
10,151,29,0.19205298013245034,M15,strict,OOS,adx_only
11,168,41,0.24404761904761904,M15,strict,OOS,adx_only
12,126,26,0.20634920634920634,M15,strict,OOS,adx_only
13,125,23,0.184,M15,strict,OOS,adx_only
14,143,25,0.17482517482517482,M15,strict,OOS,adx_only
15,154,26,0.16883116883116883,M15,strict,OOS,adx_only
16,152,25,0.16447368421052633,M15,strict,OOS,adx_only
17,110,24,0.21818181818181817,M15,strict,OOS,adx_only
18,89,18,0.20224719101123595,M15,strict,OOS,adx_only
19,87,11,0.12643678160919541,M15,strict,OOS,adx_only
20,115,23,0.2,M15,strict,OOS,adx_only
21,96,27,0.28125,M15,strict,OOS,adx_only
22,114,28,0.24561403508771928,M15,strict,OOS,adx_only
23,114,23,0.20175438596491227,M15,strict,OOS,adx_only
0,17,0,0.0,M15,strict,OOS,volume_atr
1,143,1,0.006993006993006993,M15,strict,OOS,volume_atr
2,137,6,0.043795620437956206,M15,strict,OOS,volume_atr
3,164,54,0.32926829268292684,M15,strict,OOS,volume_atr
4,170,68,0.4,M15,strict,OOS,volume_atr
5,162,35,0.21604938271604937,M15,strict,OOS,volume_atr
6,134,16,0.11940298507462686,M15,strict,OOS,volume_atr
7,135,18,0.13333333333333333,M15,strict,OOS,volume_atr
8,138,32,0.2318840579710145,M15,strict,OOS,volume_atr
9,148,39,0.2635135135135135,M15,strict,OOS,volume_atr
10,151,47,0.31125827814569534,M15,strict,OOS,volume_atr
11,168,41,0.24404761904761904,M15,strict,OOS,volume_atr
12,126,19,0.15079365079365079,M15,strict,OOS,volume_atr
13,125,27,0.216,M15,strict,OOS,volume_atr
14,143,42,0.2937062937062937,M15,strict,OOS,volume_atr
15,154,92,0.5974025974025974,M15,strict,OOS,volume_atr
16,152,116,0.7631578947368421,M15,strict,OOS,volume_atr
17,110,83,0.7545454545454545,M15,strict,OOS,volume_atr
18,89,57,0.6404494382022472,M15,strict,OOS,volume_atr
19,87,38,0.4367816091954023,M15,strict,OOS,volume_atr
20,115,33,0.28695652173913044,M15,strict,OOS,volume_atr
21,96,26,0.2708333333333333,M15,strict,OOS,volume_atr
22,114,30,0.2631578947368421,M15,strict,OOS,volume_atr
23,114,3,0.02631578947368421,M15,strict,OOS,volume_atr
0,17,0,0.0,M15,strict,OOS,adaptive_quality
1,143,0,0.0,M15,strict,OOS,adaptive_quality
2,137,3,0.021897810218978103,M15,strict,OOS,adaptive_quality
3,164,9,0.054878048780487805,M15,strict,OOS,adaptive_quality
4,170,10,0.058823529411764705,M15,strict,OOS,adaptive_quality
5,162,9,0.05555555555555555,M15,strict,OOS,adaptive_quality
6,134,0,0.0,M15,strict,OOS,adaptive_quality
7,135,2,0.014814814814814815,M15,strict,OOS,adaptive_quality
8,138,6,0.043478260869565216,M15,strict,OOS,adaptive_quality
9,148,6,0.04054054054054054,M15,strict,OOS,adaptive_quality
10,151,6,0.039735099337748346,M15,strict,OOS,adaptive_quality
11,168,10,0.05952380952380952,M15,strict,OOS,adaptive_quality
12,126,6,0.047619047619047616,M15,strict,OOS,adaptive_quality
13,125,8,0.064,M15,strict,OOS,adaptive_quality
14,143,10,0.06993006993006994,M15,strict,OOS,adaptive_quality
15,154,15,0.09740259740259741,M15,strict,OOS,adaptive_quality
16,152,21,0.13815789473684212,M15,strict,OOS,adaptive_quality
17,110,22,0.2,M15,strict,OOS,adaptive_quality
18,89,15,0.16853932584269662,M15,strict,OOS,adaptive_quality
19,87,7,0.08045977011494253,M15,strict,OOS,adaptive_quality
20,115,6,0.05217391304347826,M15,strict,OOS,adaptive_quality
21,96,7,0.07291666666666667,M15,strict,OOS,adaptive_quality
22,114,8,0.07017543859649122,M15,strict,OOS,adaptive_quality
23,114,1,0.008771929824561403,M15,strict,OOS,adaptive_quality
0,17,0,0.0,M15,strict,OOS,session_plus_adaptive
1,143,0,0.0,M15,strict,OOS,session_plus_adaptive
2,137,0,0.0,M15,strict,OOS,session_plus_adaptive
3,164,0,0.0,M15,strict,OOS,session_plus_adaptive
4,170,0,0.0,M15,strict,OOS,session_plus_adaptive
5,162,0,0.0,M15,strict,OOS,session_plus_adaptive
6,134,0,0.0,M15,strict,OOS,session_plus_adaptive
7,135,2,0.014814814814814815,M15,strict,OOS,session_plus_adaptive
8,138,6,0.043478260869565216,M15,strict,OOS,session_plus_adaptive
9,148,6,0.04054054054054054,M15,strict,OOS,session_plus_adaptive
10,151,6,0.039735099337748346,M15,strict,OOS,session_plus_adaptive
11,168,10,0.05952380952380952,M15,strict,OOS,session_plus_adaptive
12,126,6,0.047619047619047616,M15,strict,OOS,session_plus_adaptive
13,125,8,0.064,M15,strict,OOS,session_plus_adaptive
14,143,10,0.06993006993006994,M15,strict,OOS,session_plus_adaptive
15,154,15,0.09740259740259741,M15,strict,OOS,session_plus_adaptive
16,152,21,0.13815789473684212,M15,strict,OOS,session_plus_adaptive
17,110,22,0.2,M15,strict,OOS,session_plus_adaptive
18,89,15,0.16853932584269662,M15,strict,OOS,session_plus_adaptive
19,87,7,0.08045977011494253,M15,strict,OOS,session_plus_adaptive
20,115,6,0.05217391304347826,M15,strict,OOS,session_plus_adaptive
21,96,0,0.0,M15,strict,OOS,session_plus_adaptive
22,114,0,0.0,M15,strict,OOS,session_plus_adaptive
23,114,0,0.0,M15,strict,OOS,session_plus_adaptive
0,788,788,1.0,M5,loose,IS,baseline_all_day
1,1552,1552,1.0,M5,loose,IS,baseline_all_day
2,1664,1664,1.0,M5,loose,IS,baseline_all_day
3,1591,1591,1.0,M5,loose,IS,baseline_all_day
4,1593,1593,1.0,M5,loose,IS,baseline_all_day
5,1574,1574,1.0,M5,loose,IS,baseline_all_day
6,1535,1535,1.0,M5,loose,IS,baseline_all_day
7,1776,1776,1.0,M5,loose,IS,baseline_all_day
8,1687,1687,1.0,M5,loose,IS,baseline_all_day
9,1633,1633,1.0,M5,loose,IS,baseline_all_day
10,1564,1564,1.0,M5,loose,IS,baseline_all_day
11,1590,1590,1.0,M5,loose,IS,baseline_all_day
12,1893,1893,1.0,M5,loose,IS,baseline_all_day
13,1906,1906,1.0,M5,loose,IS,baseline_all_day
14,1413,1413,1.0,M5,loose,IS,baseline_all_day
15,825,825,1.0,M5,loose,IS,baseline_all_day
16,361,361,1.0,M5,loose,IS,baseline_all_day
17,494,494,1.0,M5,loose,IS,baseline_all_day
18,1220,1220,1.0,M5,loose,IS,baseline_all_day
19,1782,1782,1.0,M5,loose,IS,baseline_all_day
20,1626,1626,1.0,M5,loose,IS,baseline_all_day
21,1503,1503,1.0,M5,loose,IS,baseline_all_day
22,1426,1426,1.0,M5,loose,IS,baseline_all_day
23,1082,1082,1.0,M5,loose,IS,baseline_all_day
0,788,0,0.0,M5,loose,IS,session_only
1,1552,0,0.0,M5,loose,IS,session_only
2,1664,0,0.0,M5,loose,IS,session_only
3,1591,0,0.0,M5,loose,IS,session_only
4,1593,0,0.0,M5,loose,IS,session_only
5,1574,0,0.0,M5,loose,IS,session_only
6,1535,0,0.0,M5,loose,IS,session_only
7,1776,1776,1.0,M5,loose,IS,session_only
8,1687,1687,1.0,M5,loose,IS,session_only
9,1633,1633,1.0,M5,loose,IS,session_only
10,1564,1564,1.0,M5,loose,IS,session_only
11,1590,1590,1.0,M5,loose,IS,session_only
12,1893,1893,1.0,M5,loose,IS,session_only
13,1906,1906,1.0,M5,loose,IS,session_only
14,1413,1413,1.0,M5,loose,IS,session_only
15,825,825,1.0,M5,loose,IS,session_only
16,361,361,1.0,M5,loose,IS,session_only
17,494,494,1.0,M5,loose,IS,session_only
18,1220,1220,1.0,M5,loose,IS,session_only
19,1782,1782,1.0,M5,loose,IS,session_only
20,1626,1626,1.0,M5,loose,IS,session_only
21,1503,0,0.0,M5,loose,IS,session_only
22,1426,0,0.0,M5,loose,IS,session_only
23,1082,0,0.0,M5,loose,IS,session_only
0,788,81,0.10279187817258884,M5,loose,IS,volume_only
1,1552,204,0.13144329896907217,M5,loose,IS,volume_only
2,1664,671,0.4032451923076923,M5,loose,IS,volume_only
3,1591,1051,0.6605908233815211,M5,loose,IS,volume_only
4,1593,1048,0.6578782172002511,M5,loose,IS,volume_only
5,1574,636,0.4040660736975858,M5,loose,IS,volume_only
6,1535,413,0.26905537459283385,M5,loose,IS,volume_only
7,1776,752,0.42342342342342343,M5,loose,IS,volume_only
8,1687,1193,0.7071724955542383,M5,loose,IS,volume_only
9,1633,1404,0.8597672994488671,M5,loose,IS,volume_only
10,1564,1313,0.8395140664961637,M5,loose,IS,volume_only
11,1590,1221,0.7679245283018868,M5,loose,IS,volume_only
12,1893,1315,0.6946645536185948,M5,loose,IS,volume_only
13,1906,1487,0.7801678908709339,M5,loose,IS,volume_only
14,1413,1266,0.8959660297239915,M5,loose,IS,volume_only
15,825,799,0.9684848484848485,M5,loose,IS,volume_only
16,361,350,0.9695290858725761,M5,loose,IS,volume_only
17,494,464,0.9392712550607287,M5,loose,IS,volume_only
18,1220,1099,0.9008196721311476,M5,loose,IS,volume_only
19,1782,1494,0.8383838383838383,M5,loose,IS,volume_only
20,1626,1204,0.7404674046740467,M5,loose,IS,volume_only
21,1503,850,0.5655355954757152,M5,loose,IS,volume_only
22,1426,487,0.34151472650771386,M5,loose,IS,volume_only
23,1082,79,0.07301293900184842,M5,loose,IS,volume_only
0,788,155,0.1967005076142132,M5,loose,IS,atr_only
1,1552,394,0.2538659793814433,M5,loose,IS,atr_only
2,1664,685,0.41165865384615385,M5,loose,IS,atr_only
3,1591,1167,0.7335009428032684,M5,loose,IS,atr_only
4,1593,1380,0.8662900188323918,M5,loose,IS,atr_only
5,1574,1236,0.7852604828462516,M5,loose,IS,atr_only
6,1535,1084,0.7061889250814333,M5,loose,IS,atr_only
7,1776,1358,0.7646396396396397,M5,loose,IS,atr_only
8,1687,1498,0.8879668049792531,M5,loose,IS,atr_only
9,1633,1620,0.9920391916717698,M5,loose,IS,atr_only
10,1564,1562,0.9987212276214834,M5,loose,IS,atr_only
11,1590,1587,0.9981132075471698,M5,loose,IS,atr_only
12,1893,1884,0.9952456418383518,M5,loose,IS,atr_only
13,1906,1893,0.9931794333683106,M5,loose,IS,atr_only
14,1413,1402,0.9922151450813871,M5,loose,IS,atr_only
15,825,817,0.9903030303030304,M5,loose,IS,atr_only
16,361,361,1.0,M5,loose,IS,atr_only
17,494,493,0.9979757085020243,M5,loose,IS,atr_only
18,1220,1216,0.9967213114754099,M5,loose,IS,atr_only
19,1782,1726,0.9685746352413019,M5,loose,IS,atr_only
20,1626,1279,0.7865928659286593,M5,loose,IS,atr_only
21,1503,858,0.5708582834331337,M5,loose,IS,atr_only
