hour,base_candidates,accepted_candidates,acceptance_rate,timeframe,filter_preset,segment,experiment_name
22,1426,454,0.31837307152875177,M5,loose,IS,atr_only
23,1082,235,0.21719038817005545,M5,loose,IS,atr_only
0,788,605,0.7677664974619289,M5,loose,IS,adx_only
1,1552,1141,0.7351804123711341,M5,loose,IS,adx_only
2,1664,1249,0.7506009615384616,M5,loose,IS,adx_only
3,1591,1170,0.7353865493400377,M5,loose,IS,adx_only
4,1593,1172,0.7357187696170747,M5,loose,IS,adx_only
5,1574,1191,0.7566709021601017,M5,loose,IS,adx_only
6,1535,1156,0.7530944625407167,M5,loose,IS,adx_only
7,1776,1329,0.7483108108108109,M5,loose,IS,adx_only
8,1687,1268,0.7516301126259632,M5,loose,IS,adx_only
9,1633,1254,0.7679118187385181,M5,loose,IS,adx_only
10,1564,1195,0.7640664961636828,M5,loose,IS,adx_only
11,1590,1168,0.7345911949685534,M5,loose,IS,adx_only
12,1893,1416,0.7480190174326465,M5,loose,IS,adx_only
13,1906,1369,0.7182581322140609,M5,loose,IS,adx_only
14,1413,1088,0.7699929228591649,M5,loose,IS,adx_only
15,825,586,0.7103030303030303,M5,loose,IS,adx_only
16,361,268,0.7423822714681441,M5,loose,IS,adx_only
17,494,380,0.7692307692307693,M5,loose,IS,adx_only
18,1220,964,0.7901639344262295,M5,loose,IS,adx_only
19,1782,1436,0.8058361391694725,M5,loose,IS,adx_only
20,1626,1298,0.7982779827798278,M5,loose,IS,adx_only
21,1503,1194,0.7944111776447106,M5,loose,IS,adx_only
22,1426,1134,0.7952314165497896,M5,loose,IS,adx_only
23,1082,871,0.8049907578558225,M5,loose,IS,adx_only
0,788,39,0.04949238578680203,M5,loose,IS,volume_atr
1,1552,104,0.06701030927835051,M5,loose,IS,volume_atr
2,1664,435,0.2614182692307692,M5,loose,IS,volume_atr
3,1591,897,0.5637963544940289,M5,loose,IS,volume_atr
4,1593,958,0.6013810420590081,M5,loose,IS,volume_atr
5,1574,591,0.3754764930114358,M5,loose,IS,volume_atr
6,1535,336,0.21889250814332248,M5,loose,IS,volume_atr
7,1776,658,0.3704954954954955,M5,loose,IS,volume_atr
8,1687,1128,0.6686425607587433,M5,loose,IS,volume_atr
9,1633,1392,0.8524188609920392,M5,loose,IS,volume_atr
10,1564,1311,0.8382352941176471,M5,loose,IS,volume_atr
11,1590,1221,0.7679245283018868,M5,loose,IS,volume_atr
12,1893,1312,0.6930797675647121,M5,loose,IS,volume_atr
13,1906,1483,0.7780692549842603,M5,loose,IS,volume_atr
14,1413,1259,0.8910120311394196,M5,loose,IS,volume_atr
15,825,793,0.9612121212121212,M5,loose,IS,volume_atr
16,361,350,0.9695290858725761,M5,loose,IS,volume_atr
17,494,464,0.9392712550607287,M5,loose,IS,volume_atr
18,1220,1096,0.898360655737705,M5,loose,IS,volume_atr
19,1782,1469,0.824354657687991,M5,loose,IS,volume_atr
20,1626,1037,0.6377613776137762,M5,loose,IS,volume_atr
21,1503,589,0.39188290086493677,M5,loose,IS,volume_atr
22,1426,265,0.18583450210378682,M5,loose,IS,volume_atr
23,1082,34,0.031423290203327174,M5,loose,IS,volume_atr
0,788,36,0.04568527918781726,M5,loose,IS,adaptive_quality
1,1552,74,0.04768041237113402,M5,loose,IS,adaptive_quality
2,1664,345,0.20733173076923078,M5,loose,IS,adaptive_quality
3,1591,675,0.42426147077309867,M5,loose,IS,adaptive_quality
4,1593,724,0.45448838669177655,M5,loose,IS,adaptive_quality
5,1574,457,0.2903430749682338,M5,loose,IS,adaptive_quality
6,1535,277,0.18045602605863192,M5,loose,IS,adaptive_quality
7,1776,494,0.27815315315315314,M5,loose,IS,adaptive_quality
8,1687,857,0.5080023710729105,M5,loose,IS,adaptive_quality
9,1633,1068,0.6540110226576853,M5,loose,IS,adaptive_quality
10,1564,1021,0.6528132992327366,M5,loose,IS,adaptive_quality
11,1590,911,0.5729559748427673,M5,loose,IS,adaptive_quality
12,1893,997,0.5266772319070259,M5,loose,IS,adaptive_quality
13,1906,1103,0.5786988457502623,M5,loose,IS,adaptive_quality
14,1413,988,0.6992215145081387,M5,loose,IS,adaptive_quality
15,825,567,0.6872727272727273,M5,loose,IS,adaptive_quality
16,361,259,0.7174515235457064,M5,loose,IS,adaptive_quality
17,494,354,0.7165991902834008,M5,loose,IS,adaptive_quality
18,1220,887,0.7270491803278688,M5,loose,IS,adaptive_quality
19,1782,1224,0.6868686868686869,M5,loose,IS,adaptive_quality
20,1626,837,0.514760147601476,M5,loose,IS,adaptive_quality
21,1503,484,0.32202262142381904,M5,loose,IS,adaptive_quality
22,1426,239,0.16760168302945302,M5,loose,IS,adaptive_quality
23,1082,30,0.027726432532347505,M5,loose,IS,adaptive_quality
0,788,0,0.0,M5,loose,IS,session_plus_adaptive
1,1552,0,0.0,M5,loose,IS,session_plus_adaptive
2,1664,0,0.0,M5,loose,IS,session_plus_adaptive
3,1591,0,0.0,M5,loose,IS,session_plus_adaptive
4,1593,0,0.0,M5,loose,IS,session_plus_adaptive
5,1574,0,0.0,M5,loose,IS,session_plus_adaptive
6,1535,0,0.0,M5,loose,IS,session_plus_adaptive
7,1776,494,0.27815315315315314,M5,loose,IS,session_plus_adaptive
8,1687,857,0.5080023710729105,M5,loose,IS,session_plus_adaptive
9,1633,1068,0.6540110226576853,M5,loose,IS,session_plus_adaptive
10,1564,1021,0.6528132992327366,M5,loose,IS,session_plus_adaptive
11,1590,911,0.5729559748427673,M5,loose,IS,session_plus_adaptive
12,1893,997,0.5266772319070259,M5,loose,IS,session_plus_adaptive
13,1906,1103,0.5786988457502623,M5,loose,IS,session_plus_adaptive
14,1413,988,0.6992215145081387,M5,loose,IS,session_plus_adaptive
15,825,567,0.6872727272727273,M5,loose,IS,session_plus_adaptive
16,361,259,0.7174515235457064,M5,loose,IS,session_plus_adaptive
17,494,354,0.7165991902834008,M5,loose,IS,session_plus_adaptive
18,1220,887,0.7270491803278688,M5,loose,IS,session_plus_adaptive
19,1782,1224,0.6868686868686869,M5,loose,IS,session_plus_adaptive
20,1626,837,0.514760147601476,M5,loose,IS,session_plus_adaptive
21,1503,0,0.0,M5,loose,IS,session_plus_adaptive
22,1426,0,0.0,M5,loose,IS,session_plus_adaptive
23,1082,0,0.0,M5,loose,IS,session_plus_adaptive
0,46,46,1.0,M5,loose,OOS,baseline_all_day
1,426,426,1.0,M5,loose,OOS,baseline_all_day
2,511,511,1.0,M5,loose,OOS,baseline_all_day
3,509,509,1.0,M5,loose,OOS,baseline_all_day
4,456,456,1.0,M5,loose,OOS,baseline_all_day
5,476,476,1.0,M5,loose,OOS,baseline_all_day
6,432,432,1.0,M5,loose,OOS,baseline_all_day
7,444,444,1.0,M5,loose,OOS,baseline_all_day
8,405,405,1.0,M5,loose,OOS,baseline_all_day
9,446,446,1.0,M5,loose,OOS,baseline_all_day
10,443,443,1.0,M5,loose,OOS,baseline_all_day
11,434,434,1.0,M5,loose,OOS,baseline_all_day
12,388,388,1.0,M5,loose,OOS,baseline_all_day
13,404,404,1.0,M5,loose,OOS,baseline_all_day
14,487,487,1.0,M5,loose,OOS,baseline_all_day
15,398,398,1.0,M5,loose,OOS,baseline_all_day
16,253,253,1.0,M5,loose,OOS,baseline_all_day
17,86,86,1.0,M5,loose,OOS,baseline_all_day
18,220,220,1.0,M5,loose,OOS,baseline_all_day
19,385,385,1.0,M5,loose,OOS,baseline_all_day
20,458,458,1.0,M5,loose,OOS,baseline_all_day
21,370,370,1.0,M5,loose,OOS,baseline_all_day
22,432,432,1.0,M5,loose,OOS,baseline_all_day
23,357,357,1.0,M5,loose,OOS,baseline_all_day
0,46,0,0.0,M5,loose,OOS,session_only
1,426,0,0.0,M5,loose,OOS,session_only
2,511,0,0.0,M5,loose,OOS,session_only
3,509,0,0.0,M5,loose,OOS,session_only
4,456,0,0.0,M5,loose,OOS,session_only
5,476,0,0.0,M5,loose,OOS,session_only
6,432,0,0.0,M5,loose,OOS,session_only
7,444,444,1.0,M5,loose,OOS,session_only
8,405,405,1.0,M5,loose,OOS,session_only
9,446,446,1.0,M5,loose,OOS,session_only
10,443,443,1.0,M5,loose,OOS,session_only
11,434,434,1.0,M5,loose,OOS,session_only
12,388,388,1.0,M5,loose,OOS,session_only
13,404,404,1.0,M5,loose,OOS,session_only
14,487,487,1.0,M5,loose,OOS,session_only
15,398,398,1.0,M5,loose,OOS,session_only
16,253,253,1.0,M5,loose,OOS,session_only
17,86,86,1.0,M5,loose,OOS,session_only
18,220,220,1.0,M5,loose,OOS,session_only
19,385,385,1.0,M5,loose,OOS,session_only
20,458,458,1.0,M5,loose,OOS,session_only
21,370,0,0.0,M5,loose,OOS,session_only
22,432,0,0.0,M5,loose,OOS,session_only
23,357,0,0.0,M5,loose,OOS,session_only
0,46,15,0.32608695652173914,M5,loose,OOS,volume_only
1,426,69,0.1619718309859155,M5,loose,OOS,volume_only
2,511,163,0.31898238747553814,M5,loose,OOS,volume_only
3,509,392,0.7701375245579568,M5,loose,OOS,volume_only
4,456,387,0.8486842105263158,M5,loose,OOS,volume_only
5,476,282,0.592436974789916,M5,loose,OOS,volume_only
6,432,155,0.3587962962962963,M5,loose,OOS,volume_only
7,444,175,0.39414414414414417,M5,loose,OOS,volume_only
8,405,279,0.6888888888888889,M5,loose,OOS,volume_only
9,446,311,0.6973094170403588,M5,loose,OOS,volume_only
10,443,352,0.7945823927765236,M5,loose,OOS,volume_only
11,434,303,0.6981566820276498,M5,loose,OOS,volume_only
12,388,245,0.6314432989690721,M5,loose,OOS,volume_only
13,404,219,0.5420792079207921,M5,loose,OOS,volume_only
14,487,353,0.7248459958932238,M5,loose,OOS,volume_only
15,398,369,0.9271356783919598,M5,loose,OOS,volume_only
16,253,244,0.9644268774703557,M5,loose,OOS,volume_only
17,86,84,0.9767441860465116,M5,loose,OOS,volume_only
18,220,207,0.9409090909090909,M5,loose,OOS,volume_only
19,385,322,0.8363636363636363,M5,loose,OOS,volume_only
20,458,372,0.8122270742358079,M5,loose,OOS,volume_only
21,370,269,0.727027027027027,M5,loose,OOS,volume_only
22,432,281,0.6504629629629629,M5,loose,OOS,volume_only
23,357,44,0.12324929971988796,M5,loose,OOS,volume_only
0,46,39,0.8478260869565217,M5,loose,OOS,atr_only
1,426,271,0.636150234741784,M5,loose,OOS,atr_only
2,511,355,0.6947162426614482,M5,loose,OOS,atr_only
3,509,473,0.9292730844793713,M5,loose,OOS,atr_only
4,456,448,0.9824561403508771,M5,loose,OOS,atr_only
5,476,449,0.9432773109243697,M5,loose,OOS,atr_only
6,432,376,0.8703703703703703,M5,loose,OOS,atr_only
7,444,371,0.8355855855855856,M5,loose,OOS,atr_only
8,405,348,0.8592592592592593,M5,loose,OOS,atr_only
9,446,409,0.9170403587443946,M5,loose,OOS,atr_only
10,443,430,0.9706546275395034,M5,loose,OOS,atr_only
11,434,420,0.967741935483871,M5,loose,OOS,atr_only
12,388,374,0.9639175257731959,M5,loose,OOS,atr_only
13,404,386,0.9554455445544554,M5,loose,OOS,atr_only
14,487,469,0.9630390143737166,M5,loose,OOS,atr_only
15,398,391,0.9824120603015075,M5,loose,OOS,atr_only
16,253,253,1.0,M5,loose,OOS,atr_only
17,86,86,1.0,M5,loose,OOS,atr_only
18,220,220,1.0,M5,loose,OOS,atr_only
19,385,383,0.9948051948051948,M5,loose,OOS,atr_only
20,458,439,0.9585152838427947,M5,loose,OOS,atr_only
21,370,279,0.754054054054054,M5,loose,OOS,atr_only
22,432,263,0.6087962962962963,M5,loose,OOS,atr_only
23,357,156,0.4369747899159664,M5,loose,OOS,atr_only
0,46,41,0.8913043478260869,M5,loose,OOS,adx_only
1,426,324,0.7605633802816901,M5,loose,OOS,adx_only
2,511,385,0.7534246575342466,M5,loose,OOS,adx_only
3,509,369,0.724950884086444,M5,loose,OOS,adx_only
4,456,306,0.6710526315789473,M5,loose,OOS,adx_only
5,476,338,0.7100840336134454,M5,loose,OOS,adx_only
6,432,340,0.7870370370370371,M5,loose,OOS,adx_only
7,444,333,0.75,M5,loose,OOS,adx_only
8,405,277,0.6839506172839506,M5,loose,OOS,adx_only
9,446,318,0.7130044843049327,M5,loose,OOS,adx_only
10,443,343,0.7742663656884876,M5,loose,OOS,adx_only
11,434,309,0.7119815668202765,M5,loose,OOS,adx_only
12,388,317,0.8170103092783505,M5,loose,OOS,adx_only
13,404,311,0.7698019801980198,M5,loose,OOS,adx_only
14,487,340,0.6981519507186859,M5,loose,OOS,adx_only
15,398,276,0.6934673366834171,M5,loose,OOS,adx_only
16,253,158,0.6245059288537549,M5,loose,OOS,adx_only
17,86,49,0.5697674418604651,M5,loose,OOS,adx_only
18,220,169,0.7681818181818182,M5,loose,OOS,adx_only
19,385,301,0.7818181818181819,M5,loose,OOS,adx_only
20,458,339,0.740174672489083,M5,loose,OOS,adx_only
21,370,294,0.7945945945945946,M5,loose,OOS,adx_only
22,432,328,0.7592592592592593,M5,loose,OOS,adx_only
23,357,254,0.711484593837535,M5,loose,OOS,adx_only
0,46,14,0.30434782608695654,M5,loose,OOS,volume_atr
1,426,63,0.14788732394366197,M5,loose,OOS,volume_atr
2,511,156,0.30528375733855184,M5,loose,OOS,volume_atr
3,509,379,0.7445972495088409,M5,loose,OOS,volume_atr
4,456,382,0.8377192982456141,M5,loose,OOS,volume_atr
5,476,279,0.5861344537815126,M5,loose,OOS,volume_atr
6,432,151,0.34953703703703703,M5,loose,OOS,volume_atr
7,444,161,0.36261261261261263,M5,loose,OOS,volume_atr
8,405,260,0.6419753086419753,M5,loose,OOS,volume_atr
9,446,293,0.6569506726457399,M5,loose,OOS,volume_atr
10,443,345,0.7787810383747178,M5,loose,OOS,volume_atr
11,434,296,0.6820276497695853,M5,loose,OOS,volume_atr
12,388,237,0.6108247422680413,M5,loose,OOS,volume_atr
13,404,210,0.5198019801980198,M5,loose,OOS,volume_atr
14,487,346,0.7104722792607803,M5,loose,OOS,volume_atr
15,398,368,0.9246231155778895,M5,loose,OOS,volume_atr
16,253,244,0.9644268774703557,M5,loose,OOS,volume_atr
17,86,84,0.9767441860465116,M5,loose,OOS,volume_atr
18,220,207,0.9409090909090909,M5,loose,OOS,volume_atr
19,385,321,0.8337662337662337,M5,loose,OOS,volume_atr
20,458,364,0.7947598253275109,M5,loose,OOS,volume_atr
21,370,226,0.6108108108108108,M5,loose,OOS,volume_atr
22,432,196,0.4537037037037037,M5,loose,OOS,volume_atr
23,357,37,0.10364145658263306,M5,loose,OOS,volume_atr
0,46,13,0.2826086956521739,M5,loose,OOS,adaptive_quality
1,426,50,0.11737089201877934,M5,loose,OOS,adaptive_quality
2,511,131,0.2563600782778865,M5,loose,OOS,adaptive_quality
3,509,281,0.5520628683693517,M5,loose,OOS,adaptive_quality
4,456,265,0.581140350877193,M5,loose,OOS,adaptive_quality
5,476,202,0.42436974789915966,M5,loose,OOS,adaptive_quality
6,432,122,0.2824074074074074,M5,loose,OOS,adaptive_quality
7,444,123,0.27702702702702703,M5,loose,OOS,adaptive_quality
8,405,190,0.4691358024691358,M5,loose,OOS,adaptive_quality
9,446,212,0.47533632286995514,M5,loose,OOS,adaptive_quality
10,443,262,0.5914221218961625,M5,loose,OOS,adaptive_quality
11,434,214,0.4930875576036866,M5,loose,OOS,adaptive_quality
12,388,204,0.5257731958762887,M5,loose,OOS,adaptive_quality
13,404,173,0.4282178217821782,M5,loose,OOS,adaptive_quality
14,487,243,0.4989733059548255,M5,loose,OOS,adaptive_quality
15,398,263,0.6608040201005025,M5,loose,OOS,adaptive_quality
16,253,156,0.616600790513834,M5,loose,OOS,adaptive_quality
17,86,47,0.5465116279069767,M5,loose,OOS,adaptive_quality
18,220,158,0.7181818181818181,M5,loose,OOS,adaptive_quality
19,385,245,0.6363636363636364,M5,loose,OOS,adaptive_quality
20,458,265,0.5786026200873362,M5,loose,OOS,adaptive_quality
21,370,183,0.4945945945945946,M5,loose,OOS,adaptive_quality
22,432,155,0.3587962962962963,M5,loose,OOS,adaptive_quality
23,357,29,0.08123249299719888,M5,loose,OOS,adaptive_quality
0,46,0,0.0,M5,loose,OOS,session_plus_adaptive
1,426,0,0.0,M5,loose,OOS,session_plus_adaptive
2,511,0,0.0,M5,loose,OOS,session_plus_adaptive
3,509,0,0.0,M5,loose,OOS,session_plus_adaptive
4,456,0,0.0,M5,loose,OOS,session_plus_adaptive
5,476,0,0.0,M5,loose,OOS,session_plus_adaptive
6,432,0,0.0,M5,loose,OOS,session_plus_adaptive
7,444,123,0.27702702702702703,M5,loose,OOS,session_plus_adaptive
8,405,190,0.4691358024691358,M5,loose,OOS,session_plus_adaptive
9,446,212,0.47533632286995514,M5,loose,OOS,session_plus_adaptive
10,443,262,0.5914221218961625,M5,loose,OOS,session_plus_adaptive
11,434,214,0.4930875576036866,M5,loose,OOS,session_plus_adaptive
12,388,204,0.5257731958762887,M5,loose,OOS,session_plus_adaptive
13,404,173,0.4282178217821782,M5,loose,OOS,session_plus_adaptive
14,487,243,0.4989733059548255,M5,loose,OOS,session_plus_adaptive
15,398,263,0.6608040201005025,M5,loose,OOS,session_plus_adaptive
16,253,156,0.616600790513834,M5,loose,OOS,session_plus_adaptive
17,86,47,0.5465116279069767,M5,loose,OOS,session_plus_adaptive
18,220,158,0.7181818181818181,M5,loose,OOS,session_plus_adaptive
19,385,245,0.6363636363636364,M5,loose,OOS,session_plus_adaptive
20,458,265,0.5786026200873362,M5,loose,OOS,session_plus_adaptive
21,370,0,0.0,M5,loose,OOS,session_plus_adaptive
22,432,0,0.0,M5,loose,OOS,session_plus_adaptive
23,357,0,0.0,M5,loose,OOS,session_plus_adaptive
0,788,788,1.0,M5,moderate,IS,baseline_all_day
1,1552,1552,1.0,M5,moderate,IS,baseline_all_day
2,1664,1664,1.0,M5,moderate,IS,baseline_all_day
3,1591,1591,1.0,M5,moderate,IS,baseline_all_day
4,1593,1593,1.0,M5,moderate,IS,baseline_all_day
5,1574,1574,1.0,M5,moderate,IS,baseline_all_day
6,1535,1535,1.0,M5,moderate,IS,baseline_all_day
7,1776,1776,1.0,M5,moderate,IS,baseline_all_day
8,1687,1687,1.0,M5,moderate,IS,baseline_all_day
9,1633,1633,1.0,M5,moderate,IS,baseline_all_day
10,1564,1564,1.0,M5,moderate,IS,baseline_all_day
11,1590,1590,1.0,M5,moderate,IS,baseline_all_day
12,1893,1893,1.0,M5,moderate,IS,baseline_all_day
13,1906,1906,1.0,M5,moderate,IS,baseline_all_day
14,1413,1413,1.0,M5,moderate,IS,baseline_all_day
15,825,825,1.0,M5,moderate,IS,baseline_all_day
16,361,361,1.0,M5,moderate,IS,baseline_all_day
17,494,494,1.0,M5,moderate,IS,baseline_all_day
18,1220,1220,1.0,M5,moderate,IS,baseline_all_day
19,1782,1782,1.0,M5,moderate,IS,baseline_all_day
20,1626,1626,1.0,M5,moderate,IS,baseline_all_day
21,1503,1503,1.0,M5,moderate,IS,baseline_all_day
22,1426,1426,1.0,M5,moderate,IS,baseline_all_day
23,1082,1082,1.0,M5,moderate,IS,baseline_all_day
0,788,0,0.0,M5,moderate,IS,session_only
1,1552,0,0.0,M5,moderate,IS,session_only
2,1664,0,0.0,M5,moderate,IS,session_only
3,1591,0,0.0,M5,moderate,IS,session_only
4,1593,0,0.0,M5,moderate,IS,session_only
5,1574,0,0.0,M5,moderate,IS,session_only
6,1535,0,0.0,M5,moderate,IS,session_only
7,1776,1776,1.0,M5,moderate,IS,session_only
8,1687,1687,1.0,M5,moderate,IS,session_only
9,1633,1633,1.0,M5,moderate,IS,session_only
10,1564,1564,1.0,M5,moderate,IS,session_only
11,1590,1590,1.0,M5,moderate,IS,session_only
12,1893,1893,1.0,M5,moderate,IS,session_only
13,1906,1906,1.0,M5,moderate,IS,session_only
14,1413,1413,1.0,M5,moderate,IS,session_only
15,825,825,1.0,M5,moderate,IS,session_only
16,361,361,1.0,M5,moderate,IS,session_only
17,494,494,1.0,M5,moderate,IS,session_only
18,1220,1220,1.0,M5,moderate,IS,session_only
19,1782,1782,1.0,M5,moderate,IS,session_only
20,1626,1626,1.0,M5,moderate,IS,session_only
21,1503,0,0.0,M5,moderate,IS,session_only
22,1426,0,0.0,M5,moderate,IS,session_only
23,1082,0,0.0,M5,moderate,IS,session_only
0,788,63,0.0799492385786802,M5,moderate,IS,volume_only
1,1552,151,0.09729381443298969,M5,moderate,IS,volume_only
2,1664,586,0.35216346153846156,M5,moderate,IS,volume_only
3,1591,944,0.5933375235700817,M5,moderate,IS,volume_only
4,1593,941,0.5907093534212178,M5,moderate,IS,volume_only
5,1574,512,0.3252858958068615,M5,moderate,IS,volume_only
6,1535,336,0.21889250814332248,M5,moderate,IS,volume_only
7,1776,634,0.356981981981982,M5,moderate,IS,volume_only
8,1687,1095,0.6490812092471844,M5,moderate,IS,volume_only
9,1633,1300,0.7960808328230251,M5,moderate,IS,volume_only
10,1564,1230,0.7864450127877238,M5,moderate,IS,volume_only
11,1590,1105,0.6949685534591195,M5,moderate,IS,volume_only
12,1893,1153,0.6090861067089276,M5,moderate,IS,volume_only
13,1906,1340,0.7030430220356768,M5,moderate,IS,volume_only
14,1413,1213,0.8584571832979476,M5,moderate,IS,volume_only
15,825,792,0.96,M5,moderate,IS,volume_only
16,361,348,0.96398891966759,M5,moderate,IS,volume_only
17,494,449,0.9089068825910931,M5,moderate,IS,volume_only
18,1220,1051,0.8614754098360655,M5,moderate,IS,volume_only
19,1782,1401,0.7861952861952862,M5,moderate,IS,volume_only
20,1626,1078,0.6629766297662977,M5,moderate,IS,volume_only
21,1503,731,0.4863606121091151,M5,moderate,IS,volume_only
22,1426,408,0.2861150070126227,M5,moderate,IS,volume_only
23,1082,62,0.05730129390018484,M5,moderate,IS,volume_only
0,788,116,0.14720812182741116,M5,moderate,IS,atr_only
1,1552,295,0.19007731958762886,M5,moderate,IS,atr_only
2,1664,549,0.32992788461538464,M5,moderate,IS,atr_only
3,1591,1027,0.6455059710873664,M5,moderate,IS,atr_only
4,1593,1252,0.7859384808537351,M5,moderate,IS,atr_only
5,1574,1054,0.6696315120711563,M5,moderate,IS,atr_only
6,1535,879,0.5726384364820847,M5,moderate,IS,atr_only
7,1776,1120,0.6306306306306306,M5,moderate,IS,atr_only
8,1687,1391,0.8245406046235921,M5,moderate,IS,atr_only
9,1633,1575,0.964482547458665,M5,moderate,IS,atr_only
10,1564,1547,0.9891304347826086,M5,moderate,IS,atr_only
11,1590,1570,0.9874213836477987,M5,moderate,IS,atr_only
12,1893,1855,0.9799260433174855,M5,moderate,IS,atr_only
13,1906,1855,0.9732423924449108,M5,moderate,IS,atr_only
14,1413,1379,0.9759377211606511,M5,moderate,IS,atr_only
15,825,813,0.9854545454545455,M5,moderate,IS,atr_only
16,361,361,1.0,M5,moderate,IS,atr_only
17,494,492,0.9959514170040485,M5,moderate,IS,atr_only
18,1220,1210,0.9918032786885246,M5,moderate,IS,atr_only
19,1782,1640,0.920314253647587,M5,moderate,IS,atr_only
20,1626,1053,0.6476014760147601,M5,moderate,IS,atr_only
21,1503,623,0.4145043246839654,M5,moderate,IS,atr_only
22,1426,284,0.19915848527349228,M5,moderate,IS,atr_only
23,1082,152,0.14048059149722736,M5,moderate,IS,atr_only
0,788,547,0.6941624365482234,M5,moderate,IS,adx_only
1,1552,999,0.6436855670103093,M5,moderate,IS,adx_only
2,1664,1140,0.6850961538461539,M5,moderate,IS,adx_only
3,1591,1025,0.6442489000628535,M5,moderate,IS,adx_only
4,1593,1005,0.6308851224105462,M5,moderate,IS,adx_only
5,1574,1016,0.6454891994917408,M5,moderate,IS,adx_only
6,1535,1032,0.6723127035830619,M5,moderate,IS,adx_only
7,1776,1191,0.6706081081081081,M5,moderate,IS,adx_only
8,1687,1131,0.6704208654416123,M5,moderate,IS,adx_only
9,1633,1117,0.6840171463563993,M5,moderate,IS,adx_only
10,1564,1061,0.678388746803069,M5,moderate,IS,adx_only
11,1590,1005,0.6320754716981132,M5,moderate,IS,adx_only
12,1893,1226,0.6476492340200739,M5,moderate,IS,adx_only
13,1906,1204,0.6316894018887723,M5,moderate,IS,adx_only
14,1413,965,0.6829440905874027,M5,moderate,IS,adx_only
15,825,510,0.6181818181818182,M5,moderate,IS,adx_only
16,361,216,0.5983379501385041,M5,moderate,IS,adx_only
17,494,336,0.680161943319838,M5,moderate,IS,adx_only
18,1220,880,0.7213114754098361,M5,moderate,IS,adx_only
19,1782,1327,0.744668911335578,M5,moderate,IS,adx_only
20,1626,1129,0.6943419434194342,M5,moderate,IS,adx_only
21,1503,1084,0.7212242182302062,M5,moderate,IS,adx_only
22,1426,1062,0.7447405329593267,M5,moderate,IS,adx_only
23,1082,769,0.710720887245841,M5,moderate,IS,adx_only
0,788,28,0.03553299492385787,M5,moderate,IS,volume_atr
1,1552,69,0.04445876288659794,M5,moderate,IS,volume_atr
2,1664,333,0.20012019230769232,M5,moderate,IS,volume_atr
3,1591,743,0.46700188560653677,M5,moderate,IS,volume_atr
4,1593,810,0.5084745762711864,M5,moderate,IS,volume_atr
5,1574,453,0.2878017789072427,M5,moderate,IS,volume_atr
6,1535,256,0.16677524429967427,M5,moderate,IS,volume_atr
7,1776,497,0.27984234234234234,M5,moderate,IS,volume_atr
8,1687,988,0.5856550088915234,M5,moderate,IS,volume_atr
9,1633,1260,0.771586037966932,M5,moderate,IS,volume_atr
10,1564,1219,0.7794117647058824,M5,moderate,IS,volume_atr
11,1590,1099,0.6911949685534591,M5,moderate,IS,volume_atr
12,1893,1140,0.6022187004754358,M5,moderate,IS,volume_atr
13,1906,1327,0.6962224554039874,M5,moderate,IS,volume_atr
14,1413,1192,0.8435951875442321,M5,moderate,IS,volume_atr
15,825,786,0.9527272727272728,M5,moderate,IS,volume_atr
16,361,348,0.96398891966759,M5,moderate,IS,volume_atr
17,494,449,0.9089068825910931,M5,moderate,IS,volume_atr
18,1220,1046,0.8573770491803279,M5,moderate,IS,volume_atr
19,1782,1336,0.7497194163860831,M5,moderate,IS,volume_atr
20,1626,843,0.518450184501845,M5,moderate,IS,volume_atr
21,1503,426,0.2834331337325349,M5,moderate,IS,volume_atr
22,1426,180,0.12622720897615708,M5,moderate,IS,volume_atr
23,1082,22,0.02033271719038817,M5,moderate,IS,volume_atr
0,788,24,0.030456852791878174,M5,moderate,IS,adaptive_quality
1,1552,46,0.029639175257731958,M5,moderate,IS,adaptive_quality
2,1664,254,0.15264423076923078,M5,moderate,IS,adaptive_quality
3,1591,522,0.32809553739786296,M5,moderate,IS,adaptive_quality
4,1593,541,0.3396107972379159,M5,moderate,IS,adaptive_quality
5,1574,306,0.19440914866581957,M5,moderate,IS,adaptive_quality
6,1535,184,0.11986970684039087,M5,moderate,IS,adaptive_quality
7,1776,352,0.1981981981981982,M5,moderate,IS,adaptive_quality
8,1687,679,0.4024896265560166,M5,moderate,IS,adaptive_quality
9,1633,871,0.5333741579914268,M5,moderate,IS,adaptive_quality
10,1564,836,0.5345268542199488,M5,moderate,IS,adaptive_quality
11,1590,700,0.44025157232704404,M5,moderate,IS,adaptive_quality
12,1893,754,0.3983095615425251,M5,moderate,IS,adaptive_quality
13,1906,893,0.4685204616998951,M5,moderate,IS,adaptive_quality
14,1413,839,0.5937721160651097,M5,moderate,IS,adaptive_quality
15,825,493,0.5975757575757575,M5,moderate,IS,adaptive_quality
16,361,209,0.5789473684210527,M5,moderate,IS,adaptive_quality
17,494,303,0.6133603238866396,M5,moderate,IS,adaptive_quality
18,1220,784,0.6426229508196721,M5,moderate,IS,adaptive_quality
19,1782,1039,0.5830527497194163,M5,moderate,IS,adaptive_quality
20,1626,617,0.3794587945879459,M5,moderate,IS,adaptive_quality
21,1503,330,0.21956087824351297,M5,moderate,IS,adaptive_quality
22,1426,151,0.105890603085554,M5,moderate,IS,adaptive_quality
