timeframe,strategy_name,exit_model,filter_preset,experiment_name,segment,split_time,row_count,base_candidate_count,accepted_candidate_count,candidate_acceptance_rate,trade_count,net_profit,profit_per_trade,profit_factor,win_rate,sharpe,sortino,max_drawdown,ending_balance,dominant_hour_trade_share,top_three_hours_trade_share,dominant_hour_pnl_share
M15,trend_pullback,fixed_tp,moderate,atr_only,IS,2025-07-23 11:15:00,96007,11110,8399,0.755985598559856,85,-535.4417702790079,-6.299314944458916,0.6247874513980258,0.35294117647058826,-1.903008491731169,-5.0876565139968,41.33283395574632,964.5582297209921,0.08235294117647059,0.24705882352941178,0.26884153294351243
M15,trend_pullback,fixed_tp,moderate,adx_only,IS,2025-07-23 11:15:00,96007,11110,7246,0.6522052205220522,131,32845.06698250338,250.72570215651433,25.58430197735093,0.26717557251908397,0.9886222993295832,245.83772200328232,37.21192902238241,34345.06698250338,0.1297709923664122,0.3053435114503817,0.9969052379166674
M15,trend_pullback,fixed_tp,moderate,volume_atr,IS,2025-07-23 11:15:00,96007,11110,5714,0.5143114311431143,69,32845.708345689025,476.02475863317426,35.02759478173032,0.2318840579710145,0.991974101147211,245.59476282344852,33.3394436207321,34345.708345689025,0.18840579710144928,0.42028985507246375,0.9979572384151966
M15,trend_pullback,fixed_tp,moderate,adaptive_quality,IS,2025-07-23 11:15:00,96007,11110,3954,0.3558955895589559,67,32839.35025974454,490.13955611559015,35.13005484710929,0.22388059701492538,0.9919904212123981,248.38291262860037,33.763316017030775,34339.35025974454,0.16417910447761194,0.40298507462686567,0.9986152911168519
M15,trend_pullback,fixed_tp,moderate,session_plus_adaptive,IS,2025-07-23 11:15:00,96007,11110,3211,0.28901890189018903,63,32840.06864612949,521.2709308909443,36.39593970227558,0.20634920634920634,0.9924758016941141,250.09869272525552,33.71542359136765,34340.06864612949,0.19047619047619047,0.49206349206349204,0.9988637627100021
M15,trend_pullback,fixed_tp,moderate,baseline_all_day,OOS,2025-07-23 11:15:00,24002,3092,3092,1.0,6,-583.6031177509904,-97.26718629183172,0.0,0.0,-23.55089185525973,-23.55089185525973,38.90687451673269,916.3968822490096,0.6666666666666666,1.0,
M15,trend_pullback,fixed_tp,moderate,session_only,OOS,2025-07-23 11:15:00,24002,3092,1841,0.5954075032341527,6,-635.8478398258922,-105.97463997098203,0.0,0.0,-22.68295754114465,-22.68295754114465,42.38985598839281,864.1521601741078,0.6666666666666666,1.0,
M15,trend_pullback,fixed_tp,moderate,volume_only,OOS,2025-07-23 11:15:00,24002,3092,1838,0.5944372574385511,6,-583.6031177509904,-97.26718629183172,0.0,0.0,-23.55089185525973,-23.55089185525973,38.90687451673269,916.3968822490096,0.6666666666666666,1.0,
M15,trend_pullback,fixed_tp,moderate,atr_only,OOS,2025-07-23 11:15:00,24002,3092,2707,0.8754851228978008,6,-583.6031177509904,-97.26718629183172,0.0,0.0,-23.55089185525973,-23.55089185525973,38.90687451673269,916.3968822490096,0.6666666666666666,1.0,
M15,trend_pullback,fixed_tp,moderate,adx_only,OOS,2025-07-23 11:15:00,24002,3092,1900,0.6144890038809832,6,-636.204925702732,-106.03415428378867,0.0,0.0,-22.861381154407685,-22.861381154407685,42.41366171351547,863.795074297268,0.3333333333333333,1.0,
M15,trend_pullback,fixed_tp,moderate,volume_atr,OOS,2025-07-23 11:15:00,24002,3092,1745,0.564359637774903,6,-583.6031177509904,-97.26718629183172,0.0,0.0,-23.55089185525973,-23.55089185525973,38.90687451673269,916.3968822490096,0.6666666666666666,1.0,
M15,trend_pullback,fixed_tp,moderate,adaptive_quality,OOS,2025-07-23 11:15:00,24002,3092,1099,0.3554333764553687,6,-636.204925702732,-106.03415428378867,0.0,0.0,-22.861381154407685,-22.861381154407685,42.41366171351547,863.795074297268,0.3333333333333333,1.0,
M15,trend_pullback,fixed_tp,moderate,session_plus_adaptive,OOS,2025-07-23 11:15:00,24002,3092,754,0.24385510996119017,293,12731.652990853445,43.45274058311756,2.2256290174332047,0.3822525597269625,0.9576669852866334,19.19302672477053,61.67929540996835,14231.652990853445,0.10238907849829351,0.29692832764505117,0.8567433881512634
M15,trend_pullback,fixed_tp,balanced,baseline_all_day,IS,2025-07-23 11:15:00,96007,11110,11110,1.0,90,-532.6892944704377,-5.91876993856042,0.6153447941074487,0.4111111111111111,-2.046216584496111,-5.79687844352227,44.52913323825891,967.3107055295623,0.13333333333333333,0.3111111111111111,0.25827330179988056
M15,trend_pullback,fixed_tp,balanced,session_only,IS,2025-07-23 11:15:00,96007,11110,6736,0.6063006300630063,88,-501.23821777699504,-5.695888838374944,0.6604095746183745,0.3522727272727273,-1.7218540152763855,-5.229503406839499,42.27267290661452,998.761782223005,0.14772727272727273,0.38636363636363635,0.264650296889477
M15,trend_pullback,fixed_tp,balanced,volume_only,IS,2025-07-23 11:15:00,96007,11110,5915,0.5324032403240324,36,-513.9573944761105,-14.27659429100307,0.45987820523552564,0.25,-2.0883759010777583,-6.027631681737999,36.35519312821799,986.0426055238895,0.2222222222222222,0.5555555555555556,0.5090872679470194
