entry_hour,trades,net_pnl_cents,mean_pnl_cents,win_rate,timeframe,filter_preset,segment,experiment_name
11,1,-11.127377065868131,-11.127377065868131,0.0,M15,moderate,IS,session_plus_adaptive
12,2,-66.55235939538215,-33.27617969769108,0.0,M15,moderate,IS,session_plus_adaptive
13,7,-91.10554696675536,-13.015078138107908,0.14285714285714285,M15,moderate,IS,session_plus_adaptive
14,12,-42.070028407679274,-3.5058357006399397,0.4166666666666667,M15,moderate,IS,session_plus_adaptive
15,3,-41.74658644426927,-13.915528814756422,0.0,M15,moderate,IS,session_plus_adaptive
16,3,-40.787650703168765,-13.595883567722922,0.0,M15,moderate,IS,session_plus_adaptive
17,4,37.98518001742195,9.496295004355488,0.25,M15,moderate,IS,session_plus_adaptive
18,1,-12.35771380008373,-12.35771380008373,0.0,M15,moderate,IS,session_plus_adaptive
19,2,-24.466221852912895,-12.233110926456447,0.0,M15,moderate,IS,session_plus_adaptive
20,3,-158.70735252435225,-52.90245084145075,0.0,M15,moderate,IS,session_plus_adaptive
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,moderate,OOS,baseline_all_day
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,moderate,OOS,baseline_all_day
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,moderate,OOS,session_only
17,2,-232.6509746711963,-116.32548733559815,0.0,M15,moderate,OOS,session_only
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,moderate,OOS,volume_only
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,moderate,OOS,volume_only
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,moderate,OOS,atr_only
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,moderate,OOS,atr_only
16,2,-223.14769843524118,-111.57384921762059,0.0,M15,moderate,OOS,adx_only
17,2,-232.6509746711963,-116.32548733559815,0.0,M15,moderate,OOS,adx_only
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,moderate,OOS,adx_only
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,moderate,OOS,volume_atr
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,moderate,OOS,volume_atr
16,2,-223.14769843524118,-111.57384921762059,0.0,M15,moderate,OOS,adaptive_quality
17,2,-232.6509746711963,-116.32548733559815,0.0,M15,moderate,OOS,adaptive_quality
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,moderate,OOS,adaptive_quality
7,21,13180.693469203261,627.6520699620601,0.38095238095238093,M15,moderate,OOS,session_plus_adaptive
8,15,-354.20089963537976,-23.613393309025316,0.2,M15,moderate,OOS,session_plus_adaptive
9,21,313.7142319022041,14.938772947724006,0.42857142857142855,M15,moderate,OOS,session_plus_adaptive
10,24,209.2201873594513,8.717507806643804,0.5,M15,moderate,OOS,session_plus_adaptive
11,30,-445.3728440960549,-14.845761469868497,0.2,M15,moderate,OOS,session_plus_adaptive
12,18,753.1784365794556,41.84324647663642,0.6111111111111112,M15,moderate,OOS,session_plus_adaptive
13,17,37.774402978548096,2.2220237046204763,0.4117647058823529,M15,moderate,OOS,session_plus_adaptive
14,22,396.60753369644226,18.027615168020102,0.45454545454545453,M15,moderate,OOS,session_plus_adaptive
15,28,18.19786321184438,0.6499236861372992,0.4642857142857143,M15,moderate,OOS,session_plus_adaptive
16,21,-518.341215699329,-24.682915033301384,0.2857142857142857,M15,moderate,OOS,session_plus_adaptive
17,29,-704.6705879991987,-24.29898579307582,0.27586206896551724,M15,moderate,OOS,session_plus_adaptive
18,23,-630.4071461675903,-27.409006355112624,0.30434782608695654,M15,moderate,OOS,session_plus_adaptive
19,9,185.7741913337577,20.641576814861967,0.4444444444444444,M15,moderate,OOS,session_plus_adaptive
20,15,289.48536818603316,19.299024545735545,0.5333333333333333,M15,moderate,OOS,session_plus_adaptive
1,3,-48.78400357225928,-16.261334524086426,0.0,M15,balanced,IS,baseline_all_day
2,6,-91.69319235904368,-15.28219872650728,0.16666666666666666,M15,balanced,IS,baseline_all_day
3,8,-143.42710549116873,-17.92838818639609,0.25,M15,balanced,IS,baseline_all_day
4,7,-149.78371594445434,-21.39767370635062,0.14285714285714285,M15,balanced,IS,baseline_all_day
5,12,-99.80038788605725,-8.31669899050477,0.3333333333333333,M15,balanced,IS,baseline_all_day
6,6,81.20058680448892,13.533431134081487,1.0,M15,balanced,IS,baseline_all_day
7,2,-0.7636462529762866,-0.3818231264881433,0.5,M15,balanced,IS,baseline_all_day
8,5,0.854557492443746,0.1709114984887492,0.4,M15,balanced,IS,baseline_all_day
9,2,-55.930622856421905,-27.965311428210953,0.0,M15,balanced,IS,baseline_all_day
10,2,-67.19169038467953,-33.595845192339766,0.0,M15,balanced,IS,baseline_all_day
11,1,13.570794957372527,13.570794957372527,1.0,M15,balanced,IS,baseline_all_day
12,4,37.91050617054225,9.477626542635562,0.75,M15,balanced,IS,baseline_all_day
13,8,62.64969715188727,7.831212143985908,0.625,M15,balanced,IS,baseline_all_day
14,4,0.3530387925593459,0.08825969813983647,0.5,M15,balanced,IS,baseline_all_day
16,2,-81.09655191694401,-40.548275958472004,0.0,M15,balanced,IS,baseline_all_day
17,5,13.969405586499306,2.793881117299861,0.6,M15,balanced,IS,baseline_all_day
18,3,-64.42924658326774,-21.476415527755915,0.3333333333333333,M15,balanced,IS,baseline_all_day
19,2,39.13311072217766,19.56655536108883,0.5,M15,balanced,IS,baseline_all_day
20,3,18.578250435839436,6.192750145279812,0.6666666666666666,M15,balanced,IS,baseline_all_day
21,3,46.17796386009559,15.392654620031863,0.6666666666666666,M15,balanced,IS,baseline_all_day
23,2,-44.187043197071034,-22.093521598535517,0.0,M15,balanced,IS,baseline_all_day
7,7,-101.3623251868512,-14.48033216955017,0.14285714285714285,M15,balanced,IS,session_only
8,11,5.761239855619351,0.5237490777835774,0.36363636363636365,M15,balanced,IS,session_only
9,6,-187.99850952553243,-31.333084920922072,0.0,M15,balanced,IS,session_only
10,6,-98.00439705156805,-16.33406617526134,0.16666666666666666,M15,balanced,IS,session_only
11,7,-22.662254075903547,-3.2374648679862212,0.42857142857142855,M15,balanced,IS,session_only
12,5,28.264082032605984,5.652816406521197,0.6,M15,balanced,IS,session_only
13,10,42.91084775480613,4.291084775480613,0.5,M15,balanced,IS,session_only
14,13,-33.30406677276642,-2.5618512902128012,0.38461538461538464,M15,balanced,IS,session_only
15,4,-114.35000082893566,-28.587500207233916,0.0,M15,balanced,IS,session_only
16,4,-55.96666226623711,-13.991665566559277,0.25,M15,balanced,IS,session_only
17,5,13.969405586499306,2.793881117299861,0.6,M15,balanced,IS,session_only
18,3,-64.42924658326774,-21.476415527755915,0.3333333333333333,M15,balanced,IS,session_only
19,2,39.13311072217766,19.56655536108883,0.5,M15,balanced,IS,session_only
20,5,46.800558562358674,9.360111712471735,0.6,M15,balanced,IS,session_only
3,5,-17.7124963217193,-3.54249926434386,0.4,M15,balanced,IS,volume_only
5,1,-15.185357094514984,-15.185357094514984,0.0,M15,balanced,IS,volume_only
7,2,-58.89490244222543,-29.447451221112715,0.0,M15,balanced,IS,volume_only
8,2,32.56270663410305,16.281353317051526,0.5,M15,balanced,IS,volume_only
9,2,-57.12870834320711,-28.564354171603554,0.0,M15,balanced,IS,volume_only
10,4,-124.21214146137572,-31.05303536534393,0.0,M15,balanced,IS,volume_only
13,8,-91.5803814409901,-11.447547680123762,0.25,M15,balanced,IS,volume_only
14,7,-134.56144421923455,-19.22306345989065,0.14285714285714285,M15,balanced,IS,volume_only
17,2,66.56520802077011,33.28260401038506,1.0,M15,balanced,IS,volume_only
18,1,31.626107713836973,31.626107713836973,1.0,M15,balanced,IS,volume_only
20,2,-145.43598552155345,-72.71799276077672,0.0,M15,balanced,IS,volume_only
2,2,-53.319461116834646,-26.659730558417323,0.0,M15,balanced,IS,atr_only
3,7,-158.1319171239511,-22.59027387485016,0.14285714285714285,M15,balanced,IS,atr_only
4,7,-149.78371594445434,-21.39767370635062,0.14285714285714285,M15,balanced,IS,atr_only
5,5,-108.64761437979269,-21.729522875958537,0.0,M15,balanced,IS,atr_only
8,6,-36.96714308147875,-6.161190513579792,0.3333333333333333,M15,balanced,IS,atr_only
9,2,-55.930622856421905,-27.965311428210953,0.0,M15,balanced,IS,atr_only
10,2,-67.19169038467953,-33.595845192339766,0.0,M15,balanced,IS,atr_only
11,1,13.570794957372527,13.570794957372527,1.0,M15,balanced,IS,atr_only
12,4,37.91050617054225,9.477626542635562,0.75,M15,balanced,IS,atr_only
13,5,75.27400999169458,15.054801998338917,0.8,M15,balanced,IS,atr_only
14,2,-4.554076952131254,-2.277038476065627,0.5,M15,balanced,IS,atr_only
16,2,-81.09655191694401,-40.548275958472004,0.0,M15,balanced,IS,atr_only
17,5,13.969405586499306,2.793881117299861,0.6,M15,balanced,IS,atr_only
18,3,-64.42924658326774,-21.476415527755915,0.3333333333333333,M15,balanced,IS,atr_only
19,2,39.13311072217766,19.56655536108883,0.5,M15,balanced,IS,atr_only
20,3,18.578250435839436,6.192750145279812,0.6666666666666666,M15,balanced,IS,atr_only
21,3,46.17796386009559,15.392654620031863,0.6666666666666666,M15,balanced,IS,atr_only
0,2,-39.31983742855664,-19.65991871427832,0.0,M15,balanced,IS,adx_only
3,2,37.88442858129656,18.94221429064828,0.5,M15,balanced,IS,adx_only
4,3,-17.2231386303838,-5.741046210127934,0.3333333333333333,M15,balanced,IS,adx_only
5,4,-115.29681932022413,-28.824204830056033,0.0,M15,balanced,IS,adx_only
6,6,-5.673779562898744,-0.9456299271497907,0.5,M15,balanced,IS,adx_only
9,2,-57.12870834320711,-28.564354171603554,0.0,M15,balanced,IS,adx_only
11,2,-66.76426239520879,-33.382131197604394,0.0,M15,balanced,IS,adx_only
12,2,46.85487998224744,23.42743999112372,0.5,M15,balanced,IS,adx_only
13,6,-67.59209507163632,-11.265349178606053,0.16666666666666666,M15,balanced,IS,adx_only
14,7,-123.82120292494164,-17.688743274991662,0.14285714285714285,M15,balanced,IS,adx_only
16,2,-97.2245534321064,-48.6122767160532,0.0,M15,balanced,IS,adx_only
3,2,-60.900846655586065,-30.450423327793033,0.0,M15,balanced,IS,volume_atr
7,2,-58.89490244222543,-29.447451221112715,0.0,M15,balanced,IS,volume_atr
8,2,32.56270663410305,16.281353317051526,0.5,M15,balanced,IS,volume_atr
9,2,-57.12870834320711,-28.564354171603554,0.0,M15,balanced,IS,volume_atr
10,2,-62.03740668367573,-31.018703341837863,0.0,M15,balanced,IS,volume_atr
13,4,-126.46217268819782,-31.615543172049456,0.0,M15,balanced,IS,volume_atr
14,6,-120.80138402992361,-20.133564004987267,0.16666666666666666,M15,balanced,IS,volume_atr
17,2,64.25820259985812,32.12910129992906,0.5,M15,balanced,IS,volume_atr
20,2,-145.43598552155345,-72.71799276077672,0.0,M15,balanced,IS,volume_atr
2,2,-53.319461116834646,-26.659730558417323,0.0,M15,balanced,IS,adaptive_quality
3,6,-71.06787168406754,-11.844645280677923,0.16666666666666666,M15,balanced,IS,adaptive_quality
4,4,-59.09173793510945,-14.772934483777362,0.25,M15,balanced,IS,adaptive_quality
5,2,-84.73477676831862,-42.36738838415931,0.0,M15,balanced,IS,adaptive_quality
9,2,-57.12870834320711,-28.564354171603554,0.0,M15,balanced,IS,adaptive_quality
11,2,-66.76426239520879,-33.382131197604394,0.0,M15,balanced,IS,adaptive_quality
12,2,46.85487998224744,23.42743999112372,0.5,M15,balanced,IS,adaptive_quality
13,2,31.67468832652048,15.83734416326024,0.5,M15,balanced,IS,adaptive_quality
14,6,-108.47496707909613,-18.079161179849354,0.16666666666666666,M15,balanced,IS,adaptive_quality
16,2,-97.2245534321064,-48.6122767160532,0.0,M15,balanced,IS,adaptive_quality
7,2,-45.90465067422883,-22.952325337114416,0.0,M15,balanced,IS,session_plus_adaptive
8,2,27.366470075990037,13.683235037995019,0.5,M15,balanced,IS,session_plus_adaptive
9,4,-112.56093469467487,-28.140233673668718,0.0,M15,balanced,IS,session_plus_adaptive
10,2,-63.93257476306644,-31.96628738153322,0.0,M15,balanced,IS,session_plus_adaptive
11,2,-66.76426239520879,-33.382131197604394,0.0,M15,balanced,IS,session_plus_adaptive
12,2,46.85487998224744,23.42743999112372,0.5,M15,balanced,IS,session_plus_adaptive
13,6,58.623428093615075,9.770571348935846,0.5,M15,balanced,IS,session_plus_adaptive
14,8,-172.50829171709938,-21.563536464637423,0.125,M15,balanced,IS,session_plus_adaptive
16,4,-70.73413367719695,-17.683533419299238,0.25,M15,balanced,IS,session_plus_adaptive
17,2,-77.32984301592296,-38.66492150796148,0.0,M15,balanced,IS,session_plus_adaptive
18,2,-91.00629034553094,-45.50314517276547,0.0,M15,balanced,IS,session_plus_adaptive
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,balanced,OOS,baseline_all_day
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,balanced,OOS,baseline_all_day
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,balanced,OOS,session_only
17,2,-232.6509746711963,-116.32548733559815,0.0,M15,balanced,OOS,session_only
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,balanced,OOS,volume_only
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,balanced,OOS,volume_only
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,balanced,OOS,atr_only
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,balanced,OOS,atr_only
5,2,-188.9641524673425,-94.48207623367125,0.0,M15,balanced,OOS,adx_only
6,2,-192.2776186646115,-96.13880933230575,0.0,M15,balanced,OOS,adx_only
9,2,-170.15984504765584,-85.07992252382792,0.0,M15,balanced,OOS,adx_only
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,balanced,OOS,volume_atr
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,balanced,OOS,volume_atr
6,2,-192.2776186646115,-96.13880933230575,0.0,M15,balanced,OOS,adaptive_quality
9,2,-170.15984504765584,-85.07992252382792,0.0,M15,balanced,OOS,adaptive_quality
11,2,-189.90930412146554,-94.95465206073277,0.0,M15,balanced,OOS,adaptive_quality
8,2,-164.678294666719,-82.3391473333595,0.0,M15,balanced,OOS,session_plus_adaptive
9,2,-166.69771325854526,-83.34885662927263,0.0,M15,balanced,OOS,session_plus_adaptive
11,2,-189.90930412146554,-94.95465206073277,0.0,M15,balanced,OOS,session_plus_adaptive
1,3,-48.78400357225928,-16.261334524086426,0.0,M15,strict,IS,baseline_all_day
2,6,-91.69319235904368,-15.28219872650728,0.16666666666666666,M15,strict,IS,baseline_all_day
3,8,-143.42710549116873,-17.92838818639609,0.25,M15,strict,IS,baseline_all_day
4,7,-149.78371594445434,-21.39767370635062,0.14285714285714285,M15,strict,IS,baseline_all_day
5,12,-99.80038788605725,-8.31669899050477,0.3333333333333333,M15,strict,IS,baseline_all_day
6,6,81.20058680448892,13.533431134081487,1.0,M15,strict,IS,baseline_all_day
7,2,-0.7636462529762866,-0.3818231264881433,0.5,M15,strict,IS,baseline_all_day
8,5,0.854557492443746,0.1709114984887492,0.4,M15,strict,IS,baseline_all_day
9,2,-55.930622856421905,-27.965311428210953,0.0,M15,strict,IS,baseline_all_day
10,2,-67.19169038467953,-33.595845192339766,0.0,M15,strict,IS,baseline_all_day
11,1,13.570794957372527,13.570794957372527,1.0,M15,strict,IS,baseline_all_day
12,4,37.91050617054225,9.477626542635562,0.75,M15,strict,IS,baseline_all_day
13,8,62.64969715188727,7.831212143985908,0.625,M15,strict,IS,baseline_all_day
14,4,0.3530387925593459,0.08825969813983647,0.5,M15,strict,IS,baseline_all_day
16,2,-81.09655191694401,-40.548275958472004,0.0,M15,strict,IS,baseline_all_day
17,5,13.969405586499306,2.793881117299861,0.6,M15,strict,IS,baseline_all_day
18,3,-64.42924658326774,-21.476415527755915,0.3333333333333333,M15,strict,IS,baseline_all_day
19,2,39.13311072217766,19.56655536108883,0.5,M15,strict,IS,baseline_all_day
20,3,18.578250435839436,6.192750145279812,0.6666666666666666,M15,strict,IS,baseline_all_day
21,3,46.17796386009559,15.392654620031863,0.6666666666666666,M15,strict,IS,baseline_all_day
23,2,-44.187043197071034,-22.093521598535517,0.0,M15,strict,IS,baseline_all_day
7,7,-101.3623251868512,-14.48033216955017,0.14285714285714285,M15,strict,IS,session_only
8,11,5.761239855619351,0.5237490777835774,0.36363636363636365,M15,strict,IS,session_only
9,6,-187.99850952553243,-31.333084920922072,0.0,M15,strict,IS,session_only
10,6,-98.00439705156805,-16.33406617526134,0.16666666666666666,M15,strict,IS,session_only
11,7,-22.662254075903547,-3.2374648679862212,0.42857142857142855,M15,strict,IS,session_only
12,5,28.264082032605984,5.652816406521197,0.6,M15,strict,IS,session_only
13,10,42.91084775480613,4.291084775480613,0.5,M15,strict,IS,session_only
14,13,-33.30406677276642,-2.5618512902128012,0.38461538461538464,M15,strict,IS,session_only
15,4,-114.35000082893566,-28.587500207233916,0.0,M15,strict,IS,session_only
16,4,-55.96666226623711,-13.991665566559277,0.25,M15,strict,IS,session_only
17,5,13.969405586499306,2.793881117299861,0.6,M15,strict,IS,session_only
18,3,-64.42924658326774,-21.476415527755915,0.3333333333333333,M15,strict,IS,session_only
19,2,39.13311072217766,19.56655536108883,0.5,M15,strict,IS,session_only
20,5,46.800558562358674,9.360111712471735,0.6,M15,strict,IS,session_only
3,2,28.4835387010844,14.2417693505422,0.5,M15,strict,IS,volume_only
4,2,-59.402663843893606,-29.701331921946803,0.0,M15,strict,IS,volume_only
7,4,-121.6022744399379,-30.400568609984475,0.0,M15,strict,IS,volume_only
8,4,68.050906204694,17.0127265511735,0.5,M15,strict,IS,volume_only
9,2,-60.91930658117235,-30.459653290586175,0.0,M15,strict,IS,volume_only
10,4,-128.9594897772713,-32.239872444317825,0.0,M15,strict,IS,volume_only
12,2,-57.71098212380821,-28.855491061904104,0.0,M15,strict,IS,volume_only
13,1,17.13747948699165,17.13747948699165,1.0,M15,strict,IS,volume_only
14,16,-245.3270530085183,-15.332940813032394,0.1875,M15,strict,IS,volume_only
15,2,-82.20059227323873,-41.10029613661936,0.0,M15,strict,IS,volume_only
17,2,66.56520802077011,33.28260401038506,1.0,M15,strict,IS,volume_only
3,7,-165.41309108594305,-23.63044158370615,0.14285714285714285,M15,strict,IS,atr_only
4,5,-89.67757624735441,-17.935515249470882,0.2,M15,strict,IS,atr_only
5,3,-52.71050416009075,-17.570168053363584,0.0,M15,strict,IS,atr_only
8,3,46.2472048746622,15.415734958220733,0.6666666666666666,M15,strict,IS,atr_only
9,2,-55.930622856421905,-27.965311428210953,0.0,M15,strict,IS,atr_only
10,2,-67.19169038467953,-33.595845192339766,0.0,M15,strict,IS,atr_only
11,3,-38.3671615022331,-12.7890538340777,0.3333333333333333,M15,strict,IS,atr_only
12,3,13.29836959383556,4.432789864611853,0.6666666666666666,M15,strict,IS,atr_only
13,7,15.713145200775216,2.244735028682174,0.5714285714285714,M15,strict,IS,atr_only
14,4,-73.93073554455896,-18.48268388613974,0.25,M15,strict,IS,atr_only
16,2,-81.09655191694401,-40.548275958472004,0.0,M15,strict,IS,atr_only
17,4,-10.764634995152846,-2.6911587487882116,0.5,M15,strict,IS,atr_only
18,3,-64.42924658326774,-21.476415527755915,0.3333333333333333,M15,strict,IS,atr_only
19,2,39.13311072217766,19.56655536108883,0.5,M15,strict,IS,atr_only
20,3,18.578250435839436,6.192750145279812,0.6666666666666666,M15,strict,IS,atr_only
21,3,46.17796386009559,15.392654620031863,0.6666666666666666,M15,strict,IS,atr_only
1,2,-36.496033292987704,-18.248016646493852,0.0,M15,strict,IS,adx_only
2,3,17.748157546666334,5.916052515555445,0.3333333333333333,M15,strict,IS,adx_only
3,5,9.552430386306696,1.9104860772613392,0.2,M15,strict,IS,adx_only
4,5,-11.73698579487791,-2.347397158975582,0.4,M15,strict,IS,adx_only
5,6,-125.84124651333241,-20.9735410855554,0.16666666666666666,M15,strict,IS,adx_only
6,2,-61.69117267126239,-30.845586335631197,0.0,M15,strict,IS,adx_only
9,2,-57.12870834320711,-28.564354171603554,0.0,M15,strict,IS,adx_only
11,2,-65.46862420811522,-32.73431210405761,0.0,M15,strict,IS,adx_only
12,2,46.85487998224744,23.42743999112372,0.5,M15,strict,IS,adx_only
13,2,-73.53644700392579,-36.76822350196289,0.0,M15,strict,IS,adx_only
14,4,8.714625661991704,2.178656415497926,0.25,M15,strict,IS,adx_only
16,2,-97.2245534321064,-48.6122767160532,0.0,M15,strict,IS,adx_only
18,2,-71.5522626004713,-35.77613130023565,0.0,M15,strict,IS,adx_only
3,6,-78.3490456460595,-13.05817427434325,0.16666666666666666,M15,strict,IS,volume_atr
4,1,-18.10427426870774,-18.10427426870774,0.0,M15,strict,IS,volume_atr
5,2,-85.3687212848672,-42.6843606424336,0.0,M15,strict,IS,volume_atr
8,4,68.050906204694,17.0127265511735,0.5,M15,strict,IS,volume_atr
10,4,-128.9594897772713,-32.239872444317825,0.0,M15,strict,IS,volume_atr
12,2,-57.71098212380821,-28.855491061904104,0.0,M15,strict,IS,volume_atr
13,2,-69.39846530253817,-34.699232651269085,0.0,M15,strict,IS,volume_atr
14,12,-221.08670842076663,-18.42389236839722,0.16666666666666666,M15,strict,IS,volume_atr
17,2,64.25820259985812,32.12910129992906,0.5,M15,strict,IS,volume_atr
3,6,-78.3490456460595,-13.05817427434325,0.16666666666666666,M15,strict,IS,adaptive_quality
4,1,-18.10427426870774,-18.10427426870774,0.0,M15,strict,IS,adaptive_quality
5,2,-85.3687212848672,-42.6843606424336,0.0,M15,strict,IS,adaptive_quality
7,2,-45.90465067422883,-22.952325337114416,0.0,M15,strict,IS,adaptive_quality
8,2,27.366470075990037,13.683235037995019,0.5,M15,strict,IS,adaptive_quality
9,2,-90.76850881814607,-45.38425440907304,0.0,M15,strict,IS,adaptive_quality
11,4,-36.93754262474158,-9.234385656185395,0.25,M15,strict,IS,adaptive_quality
12,2,47.986066786520496,23.993033393260248,0.5,M15,strict,IS,adaptive_quality
13,8,-338.32543337332027,-42.29067917166503,0.0,M15,strict,IS,adaptive_quality
14,2,51.64422809099506,25.82211404549753,0.5,M15,strict,IS,adaptive_quality
7,2,-45.90465067422883,-22.952325337114416,0.0,M15,strict,IS,session_plus_adaptive
8,2,27.366470075990037,13.683235037995019,0.5,M15,strict,IS,session_plus_adaptive
9,2,-90.76850881814607,-45.38425440907304,0.0,M15,strict,IS,session_plus_adaptive
10,2,-81.75820063194806,-40.87910031597403,0.0,M15,strict,IS,session_plus_adaptive
11,4,-36.93754262474158,-9.234385656185395,0.25,M15,strict,IS,session_plus_adaptive
12,2,47.986066786520496,23.993033393260248,0.5,M15,strict,IS,session_plus_adaptive
13,8,-338.32543337332027,-42.29067917166503,0.0,M15,strict,IS,session_plus_adaptive
14,4,-57.403686705415566,-14.350921676353892,0.25,M15,strict,IS,session_plus_adaptive
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,strict,OOS,baseline_all_day
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,strict,OOS,baseline_all_day
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,strict,OOS,session_only
17,2,-232.6509746711963,-116.32548733559815,0.0,M15,strict,OOS,session_only
16,4,-403.19686515469584,-100.79921628867396,0.0,M15,strict,OOS,volume_only
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,strict,OOS,volume_only
1,3,71.38379607862589,23.794598692875297,0.6666666666666666,M15,strict,OOS,atr_only
2,8,-23.592981512101687,-2.949122689012711,0.5,M15,strict,OOS,atr_only
3,13,-182.72777715622396,-14.055982858171074,0.3076923076923077,M15,strict,OOS,atr_only
4,23,-165.99722464366096,-7.217270636680911,0.391304347826087,M15,strict,OOS,atr_only
5,14,207.41144464370336,14.815103188835954,0.5714285714285714,M15,strict,OOS,atr_only
6,15,-96.93283355297353,-6.462188903531569,0.4666666666666667,M15,strict,OOS,atr_only
7,6,-1.9034113947873266,-0.31723523246455443,0.5,M15,strict,OOS,atr_only
8,3,-104.19077963038035,-34.73025987679345,0.0,M15,strict,OOS,atr_only
9,8,-30.72494893095609,-3.840618616369511,0.375,M15,strict,OOS,atr_only
10,14,13392.20643322571,956.5861738018365,0.5,M15,strict,OOS,atr_only
11,8,-50.883731702424484,-6.3604664628030605,0.25,M15,strict,OOS,atr_only
12,13,33.44191815103841,2.5724552423875697,0.5384615384615384,M15,strict,OOS,atr_only
13,8,-204.6298648757329,-25.57873310946661,0.125,M15,strict,OOS,atr_only
14,11,185.67462531107594,16.879511391915994,0.5454545454545454,M15,strict,OOS,atr_only
15,15,168.57665403119427,11.238443602079618,0.6,M15,strict,OOS,atr_only
16,8,-217.81826263759285,-27.227282829699107,0.25,M15,strict,OOS,atr_only
17,3,68.8888454354128,22.962948478470935,0.3333333333333333,M15,strict,OOS,atr_only
18,2,-173.63537422696027,-86.81768711348013,0.0,M15,strict,OOS,atr_only
20,6,130.19790396831013,21.69965066138502,0.5,M15,strict,OOS,atr_only
21,5,64.62588716071878,12.925177432143755,0.6,M15,strict,OOS,atr_only
22,12,-270.01205906609357,-22.501004922174463,0.25,M15,strict,OOS,atr_only
23,7,-66.19073498777652,-9.455819283968074,0.2857142857142857,M15,strict,OOS,atr_only
7,2,-171.70052258143187,-85.85026129071593,0.0,M15,strict,OOS,adx_only
9,2,-170.15984504765584,-85.07992252382792,0.0,M15,strict,OOS,adx_only
11,2,-189.90930412146554,-94.95465206073277,0.0,M15,strict,OOS,adx_only
3,3,-247.95279990114977,-82.65093330038326,0.0,M15,strict,OOS,volume_atr
4,4,16.609675952613543,4.152418988153386,0.5,M15,strict,OOS,volume_atr
8,2,-64.3161980714649,-32.15809903573245,0.0,M15,strict,OOS,volume_atr
9,2,6.411879853740174,3.205939926870087,0.5,M15,strict,OOS,volume_atr
10,1,-35.7244904833442,-35.7244904833442,0.0,M15,strict,OOS,volume_atr
11,1,-38.55917801879514,-38.55917801879514,0.0,M15,strict,OOS,volume_atr
14,2,-184.1111545541753,-92.05557727708765,0.0,M15,strict,OOS,volume_atr
15,4,96.83903258607643,24.209758146519107,0.75,M15,strict,OOS,volume_atr
16,3,-134.02190712800802,-44.67396904266934,0.3333333333333333,M15,strict,OOS,volume_atr
17,2,101.22100847283036,50.61050423641518,0.5,M15,strict,OOS,volume_atr
20,2,7.346281252785047,3.6731406263925237,0.5,M15,strict,OOS,volume_atr
21,3,45.33866164686515,15.112887215621717,0.6666666666666666,M15,strict,OOS,volume_atr
22,2,-180.4062525962945,-90.20312629814725,0.0,M15,strict,OOS,volume_atr
5,2,-232.2596033757327,-116.12980168786635,0.0,M15,strict,OOS,adaptive_quality
8,2,-164.678294666719,-82.3391473333595,0.0,M15,strict,OOS,adaptive_quality
9,2,-166.69771325854526,-83.34885662927263,0.0,M15,strict,OOS,adaptive_quality
11,2,88.37894605928341,44.189473029641704,0.5,M15,strict,OOS,adaptive_quality
14,2,-119.49890620333463,-59.749453101667314,0.0,M15,strict,OOS,adaptive_quality
8,2,-164.678294666719,-82.3391473333595,0.0,M15,strict,OOS,session_plus_adaptive
9,2,-166.69771325854526,-83.34885662927263,0.0,M15,strict,OOS,session_plus_adaptive
11,2,88.37894605928341,44.189473029641704,0.5,M15,strict,OOS,session_plus_adaptive
14,2,-119.49890620333463,-59.749453101667314,0.0,M15,strict,OOS,session_plus_adaptive
15,4,-262.95828298501874,-65.73957074625469,0.0,M15,strict,OOS,session_plus_adaptive
0,4,-18.658059750159737,-4.664514937539934,0.25,M5,loose,IS,baseline_all_day
1,1,5.905578070887714,5.905578070887714,1.0,M5,loose,IS,baseline_all_day
2,16,-76.52244379037711,-4.782652736898569,0.375,M5,loose,IS,baseline_all_day
3,20,-198.1857468245198,-9.90928734122599,0.25,M5,loose,IS,baseline_all_day
4,14,-145.72555520825972,-10.408968229161408,0.21428571428571427,M5,loose,IS,baseline_all_day
