timeframe,candidate_count,candidate_count_score,positive_label_ratio_proxy,temporal_diversity,regime_diversity,class_balance_proxy,oos_balance_proxy,ml_readiness_score,strategy_name,exit_model,parameter_set_id
M15,1976,1.0,0.680668016194332,1.0,0.0,0.9595141700404859,0.2522179974651457,0.6678934283647112,trend_pullback,fixed_tp,2387061dc43f
M15,1976,1.0,0.6968623481781376,1.0,0.0,0.9595141700404859,0.2522179974651457,0.6711322947614723,trend_pullback,fixed_tp,4c1eb52fda53
M15,2533,1.0,0.5254638768258981,1.0,0.0,0.957757599684169,0.2576961271102284,0.6374108343843392,trend_pullback,fixed_tp,10ff787d2e26
M15,1825,1.0,0.6586301369863014,1.0,0.0,0.9534246575342467,0.2551581843191197,0.6630134536752653,trend_pullback,fixed_tp,b3420a1bf71d
M15,1138,1.0,0.6687170474516696,0.9833333333333333,0.0,0.9543057996485063,0.2616407982261641,0.6636353991715345,trend_pullback,fixed_tp,793460ce1cbc
M15,2449,1.0,0.5283789301755819,1.0,0.0,0.9563086974275214,0.2571868583162218,0.6377001193966778,trend_pullback,fixed_tp,7c71dbea0609
M15,1825,1.0,0.6597260273972603,1.0,0.0,0.9534246575342467,0.2551581843191197,0.6632326317574571,trend_pullback,fixed_tp,f67f79a01434
M15,1825,1.0,0.6816438356164384,1.0,0.0,0.9534246575342467,0.2551581843191197,0.6676161934012926,trend_pullback,fixed_tp,6b231161ffde
M15,3876,1.0,0.6253869969040248,1.0,0.0,0.9855521155830753,0.2551813471502591,0.6611874187908051,trend_pullback,fixed_tp,b85ac34fbb1f
M15,3209,1.0,0.6291679650981614,1.0,0.0,0.9884699283265814,0.2520483808037456,0.6619113393891815,trend_pullback,fixed_tp,087d1138cb9b
M15,2533,1.0,0.6739044611133044,1.0,0.0,0.957757599684169,0.2576961271102284,0.6670989512418204,trend_pullback,fixed_tp,c46609059bd9
M15,2962,1.0,0.6347062795408508,1.0,0.0,0.9925725860904795,0.25031658927817646,0.6633746322134686,trend_pullback,fixed_tp,a1cee3edb98e
M15,1138,1.0,0.6757469244288224,0.9833333333333333,0.0,0.9543057996485063,0.2616407982261641,0.665041374566965,trend_pullback,fixed_tp,d6af57b8ada9
M15,2102,1.0,0.6779257849666984,1.0,0.0,0.9562321598477641,0.25642558278541544,0.6674838183883167,trend_pullback,fixed_tp,a4c61aefdf1b
M15,2449,1.0,0.6733360555328706,1.0,0.0,0.9563086974275214,0.2571868583162218,0.6666915444681356,trend_pullback,fixed_tp,d08711c6846a
M15,2962,1.0,0.6532748143146523,1.0,0.0,0.9925725860904795,0.25031658927817646,0.667088339168229,trend_pullback,fixed_tp,1cabf4a8ffb5
M15,1278,1.0,0.6596244131455399,0.9833333333333333,0.0,0.9624413145539905,0.2517140058765916,0.6615481806936954,trend_pullback,fixed_tp,fd3eadb81d94
M15,2247,1.0,0.6853582554517134,1.0,0.0,0.9586114819759679,0.25811870100783874,0.6695811785379137,trend_pullback,fixed_tp,d6e9000916cb
M15,3383,1.0,0.6547443097842152,1.0,0.0,0.9902453443689034,0.25435669262143124,0.6676391675053933,trend_pullback,fixed_tp,d61d04365726
M15,1976,1.0,0.6852226720647774,1.0,0.0,0.9595141700404859,0.2522179974651457,0.6688043595388002,trend_pullback,fixed_tp,1076192c2699
M15,2533,1.0,0.6766679826292933,1.0,0.0,0.957757599684169,0.2576961271102284,0.6676516555450183,trend_pullback,fixed_tp,d777d01ea0e9
M15,3209,1.0,0.6481770021813649,1.0,0.0,0.9884699283265814,0.2520483808037456,0.665713146805822,trend_pullback,fixed_tp,fc2276a3e745
M15,1976,1.0,0.5576923076923077,1.0,0.0,0.9595141700404859,0.2522179974651457,0.6432982866643063,trend_pullback,fixed_tp,c005773f637f
M15,1138,1.0,0.6854130052724078,0.9833333333333333,0.0,0.9543057996485063,0.2616407982261641,0.6669745907356821,trend_pullback,fixed_tp,a0fd8a191fb8
M15,2780,1.0,0.6392086330935252,1.0,0.0,0.9899280575539569,0.2533814247069432,0.66433814895784,trend_pullback,fixed_tp,a3d282e729b0
M15,2247,1.0,0.6786826880284824,1.0,0.0,0.9586114819759679,0.25811870100783874,0.6682460650532674,trend_pullback,fixed_tp,8e0ded88dc71
M15,2449,1.0,0.6786443446304614,1.0,0.0,0.9563086974275214,0.2571868583162218,0.6677532022876538,trend_pullback,fixed_tp,440a897a7be2
M15,3876,1.0,0.6354489164086687,1.0,0.0,0.9855521155830753,0.2551813471502591,0.6631998026917338,trend_pullback,fixed_tp,7978901446a5
