Candidate ID,Timestamp,Strategy,Session Decision,TBM Decision,HMM State,HMM Decision,XGBoost Probability,Threshold,Risk Decision,Final Rejection Stage,Rejection Reason
ffb91bd3d75b2dcf,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
ce84f79d51b33cf0,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
2177bc09aa2b80e4,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
97f22cdd975daf8c,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
6d9b7ff3a846d121,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
e6a22a29c40fdb35,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
99170df34d8fabed,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
7bb6c16939f5ab3f,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
fa727ef33a34b854,2026-07-14T09:20:40.235398+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
08a68419de8ab43d,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
f8654986ae4b85d7,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
a199ab9f002fa347,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
34d9f660a5a9a169,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
068f1b7b43d53104,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
4591856f915abd68,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
3e3f573ecdbddbee,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
2dc7057cd6f49ee4,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
7bfaf67750623fe1,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
56600dc90eff0075,2026-07-14T09:20:40.236858+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
388212cb09e021d7,2026-07-14T09:20:40.237893+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
0940753955938fc2,2026-07-14T09:20:40.237893+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
c5318b376e206a08,2026-07-14T09:20:40.237893+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
05817d70f96fb5cb,2026-07-14T09:20:40.237893+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
1936eae4f4e1628a,2026-07-14T09:20:40.237893+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
4181b39b203658db,2026-07-14T09:20:40.237893+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
cb16a850b782764c,2026-07-14T09:20:40.237893+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
2ff844b18fbbcbff,2026-07-14T09:20:40.237893+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
c4af795f7f204b00,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
79e54c65cb948f9b,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
e83334d6d94273c4,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
b545f23d046086a1,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
d3f4329603feafdf,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
c278613b60237b76,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
33266aebab74e035,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
f05318f583b5bc71,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
2879f960ac235af8,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
f6f5e7eb66ed0ee8,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
e14990649dea8cb1,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
d3893b86d100d5f8,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
d3c7dc67187950cc,2026-07-14T09:20:40.238905+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
88bc9a3f70faf29d,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
2d7d740bf2cf3ae4,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
e106c8e0f1e47de0,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
8a4b3c186c0e7b5d,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
f35b4d8c42cbb3c1,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
0a150820acef7f4d,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
0f7b6277e568d0ba,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
d66c27433e2e83a4,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
ae15ee90c9d039a6,2026-07-14T09:20:40.244903+00:00,unknown,REJECT,REJECT,,REJECT,,,REJECT,FeatureEngineering,Filtered at FeatureEngineering (from profiler)
